USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
5.774165e+21,118.268,0.00651194,4493.56,28.385,563.229,63.395,0.01841896,46.858,121.591,-0.85827422,11995350000000.0,4601680000000.0,5.901408e+22,37.197,189.323547,3.9,64.39,54,11081,M2.0,2010.06.11_18:57_TAI
1.156878e+22,94.294,-0.0068829,8957.362,28.359,799.423,43.944,-0.01727501,41.53,94.26,-0.20295443,15598460000000.0,2004277000000.0,2.171217e+23,36.087,553.532776,3.532,125.62,115,11093,M1.0,2010.08.07_12:24_TAI
1.284995e+22,120.476,0.00471898,3553.584,17.129,1020.869,57.673,0.01621312,37.469,121.619,0.37808684,21605100000000.0,6963931000000.0,1.020788e+23,30.493,666.277222,4.103,102.072,211,11112,M2.9,2010.10.16_13:12_TAI
2.102597e+22,76.434,-0.00702928,8109.235,22.906,1290.806,42.872,-0.01245334,38.963,88.041,-0.17335716,19264060000000.0,5136867000000.0,2.780988e+23,32.757,690.358704,4.429,181.51,362,11153,M1.9,2011.02.08_19:31_TAI
1.594449e+22,108.802,0.02706304,12126.21,52.687,2359.878,83.381,0.06597008,60.28,117.765,0.22449307,42442360000000.0,24180600000000.0,4.567779e+23,50.45,732.845398,4.732,767.589,377,11158,M6.6,2011.02.13_11:38_TAI
2.33616e+22,94.445,0.01694516,15370.08,58.734,2890.642,70.354,0.03706818,60.915,102.296,0.06321073,51112230000000.0,14464470000000.0,7.882149e+23,52.261,1039.976929,4.809,654.27,377,11158,M2.2,2011.02.14_11:26_TAI
2.772053e+22,92.548,0.02387296,14300.89,55.924,3128.045,65.855,0.04965873,57.257,102.784,0.25693613,54781790000000.0,35054900000000.0,8.359424e+23,50.074,1117.60083,4.857,1050.72,377,11158,M1.0,2011.02.15_19:39_TAI
3.695451e+22,93.428,0.0135884,10644.5,33.888,3186.521,56.197,0.02647494,45.694,103.078,0.09615041,52391770000000.0,20509680000000.0,7.344832e+23,39.351,1089.094727,4.715,705.971,377,11158,M6.6,2011.02.18_04:11_TAI
2.801943e+22,90.343,0.01407598,5165.106,17.284,1906.572,44.189,0.03626907,34.861,95.275,-0.20328905,34945490000000.0,27646520000000.0,2.775349e+23,29.786,760.118896,4.436,569.486,393,11164,M1.1,2011.02.28_06:52_TAI
3.223097e+22,98.845,0.00066461,16072.87,54.221,3358.683,71.928,0.00127728,57.103,106.083,0.19617812,60635300000000.0,12508320000000.0,1.022256e+24,49.168,1538.795288,4.836,31.827,401,11166,X1.5,2011.03.09_17:23_TAI
2.189362e+22,109.195,-0.00541221,8227.324,32.641,2016.313,61.999,-0.01355902,44.906,113.559,0.08827728,38313830000000.0,7037973000000.0,3.609815e+23,38.599,945.197449,4.532,178.798,750,11261,M9.3,2011.07.29_20:09_TAI
1.741134e+22,110.497,0.00518648,8573.94,41.468,1773.675,68.372,0.01455876,53.398,113.977,0.41198057,36802720000000.0,10611770000000.0,3.511164e+23,43.106,1394.355225,4.446,159.925,833,11283,M5.3,2011.09.05_19:50_TAI
1.866523e+22,108.638,0.0092346,7695.959,28.005,1448.109,55.262,0.02494475,43.085,111.219,0.16680487,30317350000000.0,12361080000000.0,3.074758e+23,36.036,1035.742798,4.431,277.814,833,11283,M6.7,2011.09.08_09:46_TAI
5.806656e+22,83.213,-0.00773752,19288.78,45.275,5796.7,53.168,-0.01178706,50.349,98.241,0.16630666,86614180000000.0,9840619000000.0,1.983551e+24,44.79,1847.441528,5.072,599.131,892,11302,M8.8,2011.09.24_22:50_TAI
5.196529e+22,104.177,-0.02351817,18463.7,45.279,5686.832,67.762,-0.03916052,51.469,113.925,0.10117863,90626640000000.0,65996070000000.0,1.72429e+24,44.637,2233.390625,5.026,1653.798,1638,11476,M5.7,2012.05.09_22:18_TAI
3.389805e+22,99.148,-0.00958563,11864.66,49.42,3051.811,65.969,-0.02141482,55.079,107.21,-0.06546405,64134130000000.0,22535300000000.0,8.727689e+23,47.334,1651.433228,4.787,530.938,1807,11515,M5.6,2012.07.02_04:52_TAI
4.194779e+22,105.254,-0.00696692,12356.45,49.693,4487.846,71.471,-0.01518785,55.75,112.621,-0.05123533,89156520000000.0,17860450000000.0,1.105454e+24,47.288,1896.050903,5.111,469.313,1807,11515,M5.3,2012.07.04_03:55_TAI
5.172912e+22,109.31,-0.00915148,13328.59,42.661,5817.817,70.351,-0.01801903,50.637,122.273,-0.14399715,101444400000000.0,23924230000000.0,1.341095e+24,43.348,2124.80957,5.261,693.326,1807,11515,M6.1,2012.07.05_05:44_TAI
1.710543e+22,101.741,0.02848047,8021.091,21.373,1518.398,49.463,0.0589071,36.943,108.028,0.16603231,23525430000000.0,22742040000000.0,2.473052e+23,30.154,485.158325,4.42,661.203,2191,11613,M6.0,2012.11.12_20:04_TAI
2.435665e+22,113.864,-0.01206513,8614.422,34.982,2572.025,69.123,-0.03203731,49.014,118.536,0.25911954,49715480000000.0,13630560000000.0,4.545816e+23,40.086,1516.591675,4.781,479.408,3291,11875,M1.0,2013.10.21_18:22_TAI
2.495368e+22,108.138,-0.00368417,10451.56,44.522,3123.525,71.683,-0.00996485,54.613,116.085,0.37232897,63587070000000.0,8542798000000.0,6.111978e+23,45.274,1615.690918,4.922,162.229,3291,11875,M1.0,2013.10.22_09:20_TAI
1.857111e+22,85.252,-0.02308745,11925.75,37.938,1867.461,53.065,-0.04308202,47.985,99.401,-0.09044765,28241660000000.0,23131980000000.0,4.087453e+23,41.886,588.333191,4.583,595.795,3311,11882,M1.0,2013.10.26_13:53_TAI
2.902443e+22,99.419,0.00526947,9961.622,44.989,2562.782,60.363,0.01350095,52.746,101.603,0.13248049,55479720000000.0,10184690000000.0,6.577563e+23,44.512,1691.53064,4.475,261.993,3321,11884,M6.3,2013.11.01_13:53_TAI
6.462274e+22,91.834,0.01203776,10958.93,35.315,5386.237,53.814,0.02618454,45.632,98.689,-0.06452201,99984570000000.0,34362480000000.0,1.391328e+24,40.181,2457.833984,5.072,1150.702,3341,11890,X3.3,2013.11.05_16:12_TAI
1.568984e+22,126.273,-0.0069122,5507.665,28.979,1673.057,75.606,-0.02112699,48.121,127.662,0.37140867,33482840000000.0,10166800000000.0,1.974821e+23,37.159,1118.733154,4.405,186.622,3535,11936,M3.1,2013.12.29_01:56_TAI
3.201066e+22,116.255,-0.00351558,8096.965,36.876,2915.384,69.122,-0.00800347,48.62,120.732,-0.04316386,57750860000000.0,1342366000000.0,5.257311e+23,40.254,1689.471802,4.593,171.88,3535,11936,M6.4,2013.12.31_15:58_TAI
3.947712e+22,109.029,-0.00127368,6635.607,28.946,2951.567,58.922,-0.00297761,43.558,112.647,-0.14988294,58616930000000.0,4507202000000.0,5.209526e+23,36.306,1650.236694,4.637,75.291,3535,11936,M9.9,2014.01.01_12:52_TAI
1.099849e+23,82.349,0.00890935,11427.88,31.249,7470.464,47.33,0.01641459,43.144,91.062,0.0192018,135782600000000.0,46616800000000.0,2.209201e+24,38.338,3666.280762,5.022,1296.88,3563,11944,M1.1,2014.01.03_15:14_TAI
1.127545e+23,87.816,0.00743398,12229.96,34.447,8011.505,50.033,0.01325845,44.949,95.714,0.11541229,151027900000000.0,36630600000000.0,2.463023e+24,40.037,3840.619385,5.145,1127.312,3563,11944,M1.3,2014.01.04_04:25_TAI
1.204155e+22,94.832,0.00533185,13092.89,56.532,1027.958,66.318,0.01103073,59.325,101.151,0.14933859,21184210000000.0,2673599000000.0,3.380909e+23,50.139,530.588928,4.193,103.672,3580,11946,M1.0,2014.01.06_21:53_TAI
8.527479e+22,89.708,0.01507554,16406.72,52.712,6795.945,57.425,0.02827163,56.079,94.434,0.24651855,136832300000000.0,62308290000000.0,2.895389e+24,49.124,4395.858887,4.915,2003.268,3563,11944,M7.2,2014.01.07_04:13_TAI
7.296745e+22,66.092,0.0073797,9295.358,28.703,3467.742,33.583,0.01608733,41.805,72.054,-0.13919291,59507680000000.0,31451990000000.0,1.264993e+24,33.017,2305.486572,4.469,756.197,3563,11944,M1.3,2014.01.13_15:51_TAI
9.194299e+22,85.208,-0.00230196,14459.73,30.275,8495.414,48.915,-0.004031,42.207,95.663,0.04343977,121104800000000.0,2664557000000.0,2.30797e+24,36.895,2471.222168,0.0,276.663,3686,11967,M2.1,2014.01.30_00:39_TAI
3.070382e+22,101.324,-7.682e-05,4140.606,19.896,1999.248,47.647,-0.00026488,38.064,101.597,-0.01045576,47158270000000.0,5091230000000.0,2.905678e+23,32.181,1261.642212,4.189,4.059,3688,11968,M1.1,2014.01.31_09:42_TAI
7.761338e+22,103.006,-0.00985917,14802.39,37.541,8750.118,61.261,-0.01829618,47.184,107.919,0.13978811,139804800000000.0,35153650000000.0,2.185799e+24,40.79,3150.476562,5.235,1096.211,3686,11967,M1.0,2014.01.31_19:25_TAI
7.891148e+22,103.532,-0.01090498,16208.62,39.531,8913.604,62.963,-0.01958652,48.218,109.951,0.17016433,138878300000000.0,35444290000000.0,2.416203e+24,41.663,3217.529053,5.237,1224.03,3686,11967,M3.0,2014.02.01_01:23_TAI
2.355125e+22,118.307,-0.01340485,7815.509,34.298,2441.322,70.014,-0.03533447,48.12,122.774,0.26490012,49205850000000.0,14560000000000.0,3.957954e+23,39.003,1563.047852,4.479,511.154,3688,11968,M2.6,2014.02.02_00:34_TAI
7.488978e+22,102.657,-0.02591986,23325.14,48.361,10562.212,71.224,-0.03763493,53.733,113.345,0.25207072,144932700000000.0,68855850000000.0,3.081358e+24,46.48,3587.853516,5.392,2578.249,3686,11967,M2.2,2014.02.02_02:20_TAI
7.493791e+22,102.503,-0.02416337,23150.51,48.887,10691.328,71.115,-0.03556711,53.972,113.132,0.2509197,146379500000000.0,62084100000000.0,3.102899e+24,46.759,3655.897461,5.434,2438.591,3686,11967,M4.4,2014.02.02_03:31_TAI
7.32369e+22,104.982,-0.01983104,23997.13,49.379,11027.339,72.305,-0.02792721,54.409,116.878,0.12899643,146791500000000.0,51613680000000.0,3.09103e+24,47.023,3761.025391,5.457,1923.393,3686,11967,M1.3,2014.02.02_08:06_TAI
7.252409e+22,103.11,-0.02075196,23158.31,48.839,10095.786,71.152,-0.03305183,53.952,113.306,0.14691044,148876200000000.0,51312500000000.0,3.100345e+24,46.673,3824.901611,5.38,2091.922,3686,11967,M3.1,2014.02.02_12:11_TAI
7.31026e+22,99.835,-0.02026872,22310.01,49.468,9834.563,68.744,-0.03316421,54.774,110.039,0.18667863,144993500000000.0,58147600000000.0,3.095397e+24,47.169,3891.140869,5.343,2117.413,3686,11967,M1.3,2014.02.02_16:04_TAI
2.27901e+22,112.484,-0.00711439,7293.735,37.912,2106.252,66.978,-0.01865485,50.603,115.425,0.11449789,46500150000000.0,16346670000000.0,3.712604e+23,40.949,1590.876221,4.435,272.681,3688,11968,M3.8,2014.02.03_19:23_TAI
7.3242e+22,100.67,-0.02760054,24112.35,52.596,9654.06,69.986,-0.03982364,55.718,111.178,0.20383011,133056200000000.0,94995410000000.0,3.111028e+24,48.0,3975.408691,5.425,2681.392,3686,11967,M5.2,2014.02.03_22:00_TAI
7.241778e+22,102.062,-0.03074055,24355.16,51.49,9645.241,71.462,-0.04331631,54.92,114.107,0.2459552,136401800000000.0,102905200000000.0,3.044125e+24,47.224,3923.023193,5.308,2893.085,3686,11967,M1.4,2014.02.04_03:49_TAI
7.181457e+22,104.6,-0.02719888,22446.01,50.327,9833.747,72.165,-0.04014686,54.649,114.425,0.12906389,138487000000000.0,96977640000000.0,2.867207e+24,47.17,3988.683838,5.369,2616.069,3686,11967,M1.5,2014.02.04_10:02_TAI
7.563807e+22,107.345,-0.01813378,18999.39,41.428,9066.155,66.658,-0.0276062,49.296,115.697,0.07173966,125064400000000.0,57172490000000.0,2.510814e+24,42.497,3654.183838,5.252,1804.384,3686,11967,M1.3,2014.02.05_10:20_TAI
