USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
1.628014e+22,89.979,-0.00530818,6295.134,19.619,942.902,39.346,-0.01510972,37.157,89.782,-0.14628448,19542480000000.0,2124900000000.0,2.24522e+23,31.719,470.634491,3.818,142.551,115,11093,M1.0,2010.08.06_18:24_TAI
1.104408e+22,128.494,0.00053409,2971.182,12.117,855.488,59.704,0.00191748,35.838,128.672,0.72400463,18648530000000.0,7092123000000.0,7.395334e+22,27.692,703.612671,3.707,10.009,211,11112,M2.9,2010.10.15_19:12_TAI
1.812796e+22,61.379,0.00556161,7593.361,24.858,878.336,32.508,0.01279436,40.577,68.417,-0.33720404,14402410000000.0,8784931000000.0,2.608914e+23,29.979,515.142334,4.015,143.879,345,11149,M1.3,2011.01.27_01:03_TAI
1.017101e+22,84.182,-0.002347,3373.081,11.46,536.272,40.112,-0.00626775,32.987,88.18,-0.19513364,10166150000000.0,1490940000000.0,6.688043e+22,26.689,240.660339,3.782,35.038,362,11153,M1.9,2011.02.08_01:31_TAI
5.466512e+21,121.227,-0.00157128,5202.92,34.474,497.171,78.803,-0.00450468,53.747,119.24,0.25255057,11105230000000.0,1266448000000.0,6.762531e+22,40.947,302.56897,3.473,15.378,377,11158,M6.6,2011.02.12_17:38_TAI
1.879846e+22,104.174,0.02375576,14077.77,55.601,2627.275,79.392,0.05185017,60.309,112.614,0.01359574,45529300000000.0,19789300000000.0,5.793296e+23,50.653,837.608398,4.803,736.12,377,11158,M2.2,2011.02.13_17:26_TAI
2.666332e+22,95.893,0.01710628,15716.59,58.161,3192.133,69.518,0.03347342,59.018,105.791,0.33908689,56876630000000.0,14791760000000.0,8.545128e+23,51.696,1109.780273,4.803,700.263,377,11158,M1.0,2011.02.15_01:39_TAI
3.139641e+22,101.396,0.01945623,10896.18,38.628,3028.615,62.466,0.03735124,48.513,111.35,-0.1060506,52985740000000.0,29763120000000.0,6.43175e+23,41.557,1103.533447,4.972,864.713,377,11158,M6.6,2011.02.17_10:11_TAI
2.449318e+22,78.573,0.01309282,5376.071,14.615,1556.563,41.467,0.03423422,33.477,85.6,-0.17853202,28499580000000.0,24463580000000.0,2.490956e+23,27.776,597.53949,4.451,456.769,393,11164,M1.1,2011.02.27_12:52_TAI
4.623613e+22,83.52,0.00838455,7481.188,24.023,3341.909,49.24,0.0173089,40.08,97.099,-0.01611659,54287620000000.0,18440030000000.0,6.151472e+23,33.274,1376.02832,4.694,519.121,394,11165,M1.3,2011.03.07_02:29_TAI
