Method,Time,C,Gamma,TSS Mean,TSS Std,HSS Mean,HSS Std
only_cme,24,0.01,0.001,-0.025,0.075,-0.0136,0.0409
only_cme,24,0.01,0.005,0.0,0.0,0.0,0.0
only_cme,24,0.01,0.0001,-0.0361,0.1083,-0.0202,0.0605
only_cme,24,0.1,1.0,0.0169,0.0188,0.0076,0.0085
only_cme,24,0.1,0.1,0.214,0.1736,0.1612,0.1294
only_cme,24,0.1,0.01,-0.0056,0.0167,-0.0061,0.0182
only_cme,24,0.1,0.07,0.1937,0.1378,0.1281,0.0911
only_cme,24,0.1,0.001,0.0,0.0,0.0,0.0
only_cme,24,0.1,0.005,0.0,0.0,0.0,0.0
only_cme,24,0.1,0.0001,0.0,0.0,0.0,0.0
only_cme,24,1.0,1.0,0.2753,0.1391,0.3539,0.1644
only_cme,24,1.0,0.1,0.5849,0.1733,0.5086,0.1534
only_cme,24,1.0,0.01,0.0613,0.1574,0.0451,0.116
only_cme,24,1.0,0.07,0.5742,0.1242,0.4797,0.1063
only_cme,24,1.0,0.001,-0.0229,0.1729,-0.0285,0.1057
only_cme,24,1.0,0.005,-0.025,0.1713,-0.0163,0.1259
only_cme,24,1.0,0.0001,0.0,0.0,0.0,0.0
only_cme,24,10.0,1.0,0.2598,0.1287,0.3381,0.152
only_cme,24,10.0,0.1,0.7273,0.1578,0.7348,0.1302
only_cme,24,10.0,0.01,0.5903,0.1083,0.4653,0.1014
only_cme,24,10.0,0.07,0.7571,0.1378,0.757,0.114
only_cme,24,10.0,0.001,0.0158,0.158,0.0161,0.1238
only_cme,24,10.0,0.005,0.3918,0.1269,0.297,0.0952
only_cme,24,10.0,0.0001,-0.0497,0.1875,-0.0428,0.1247
only_cme,24,100.0,1.0,0.2598,0.1287,0.3381,0.152
only_cme,24,100.0,0.1,0.7454,0.1277,0.7857,0.1059
only_cme,24,100.0,0.01,0.7891,0.0918,0.7169,0.1012
only_cme,24,100.0,0.07,0.7525,0.1392,0.786,0.1081
only_cme,24,100.0,0.001,0.3077,0.1674,0.2409,0.1301
only_cme,24,100.0,0.005,0.7375,0.1158,0.627,0.1291
only_cme,24,100.0,0.0001,0.0244,0.1544,0.0259,0.1211
only_cme,24,1000.0,1.0,0.2598,0.1287,0.3381,0.152
only_cme,24,1000.0,0.1,0.7454,0.1277,0.7857,0.1059
only_cme,24,1000.0,0.01,0.7643,0.1199,0.7598,0.1
only_cme,24,1000.0,0.07,0.7598,0.1276,0.789,0.101
only_cme,24,1000.0,0.001,0.5887,0.1619,0.4901,0.1517
only_cme,24,1000.0,0.005,0.779,0.0642,0.7286,0.0531
only_cme,24,1000.0,0.0001,0.2679,0.2037,0.2115,0.1644
only_cme,24,10000.0,1.0,0.2598,0.1287,0.3381,0.152
only_cme,24,10000.0,0.1,0.7454,0.1277,0.7857,0.1059
only_cme,24,10000.0,0.01,0.6889,0.134,0.6939,0.106
only_cme,24,10000.0,0.07,0.7598,0.1276,0.789,0.101
only_cme,24,10000.0,0.001,0.699,0.1312,0.6178,0.1295
only_cme,24,10000.0,0.005,0.7272,0.1102,0.7363,0.0953
only_cme,24,10000.0,0.0001,0.4299,0.1612,0.3464,0.1387
only_cme,24,100000.0,1.0,0.2598,0.1287,0.3381,0.152
only_cme,24,100000.0,0.1,0.7454,0.1277,0.7857,0.1059
only_cme,24,100000.0,0.01,0.6889,0.134,0.6939,0.106
only_cme,24,100000.0,0.07,0.7598,0.1276,0.789,0.101
only_cme,24,100000.0,0.001,0.7548,0.1158,0.7297,0.096
only_cme,24,100000.0,0.005,0.6834,0.1638,0.6954,0.1392
only_cme,24,100000.0,0.0001,0.577,0.1717,0.502,0.1705
only_cme,24,1000000.0,1.0,0.2598,0.1287,0.3381,0.152
only_cme,24,1000000.0,0.1,0.7454,0.1277,0.7857,0.1059
only_cme,24,1000000.0,0.01,0.6889,0.134,0.6939,0.106
only_cme,24,1000000.0,0.07,0.7598,0.1276,0.789,0.101
only_cme,24,1000000.0,0.001,0.7088,0.193,0.7082,0.1757
only_cme,24,1000000.0,0.005,0.6834,0.1638,0.6954,0.1392
only_cme,24,1000000.0,0.0001,0.6581,0.107,0.5667,0.1185
only_cme,24,10000000.0,1.0,0.2598,0.1287,0.3381,0.152
only_cme,24,10000000.0,0.1,0.7454,0.1277,0.7857,0.1059
only_cme,24,10000000.0,0.01,0.6889,0.134,0.6939,0.106
only_cme,24,10000000.0,0.07,0.7598,0.1276,0.789,0.101
only_cme,24,10000000.0,0.001,0.6889,0.1872,0.6924,0.1646
only_cme,24,10000000.0,0.005,0.6834,0.1638,0.6954,0.1392
only_cme,24,10000000.0,0.0001,0.6383,0.1409,0.6188,0.1371
only_flares,36,0.001,1.0,0.0,0.0,0.0,0.0
only_flares,36,0.001,0.1,0.0,0.0,0.0,0.0
only_flares,36,0.001,0.01,0.0,0.0,0.0,0.0
only_flares,36,0.001,0.07,0.0,0.0,0.0,0.0
only_flares,36,0.001,0.001,0.0,0.0,0.0,0.0
only_flares,36,0.001,0.005,0.0,0.0,0.0,0.0
only_flares,36,0.001,0.0001,0.0,0.0,0.0,0.0
only_flares,36,0.01,1.0,0.0,0.0,0.0,0.0
only_flares,36,0.01,0.1,0.0,0.0,0.0,0.0
only_flares,36,0.01,0.01,0.0,0.0,0.0,0.0
only_flares,36,0.01,0.07,0.0,0.0,0.0,0.0
only_flares,36,0.01,0.001,0.0,0.0,0.0,0.0
only_flares,36,0.01,0.005,0.0,0.0,0.0,0.0
only_flares,36,0.01,0.0001,0.0,0.0,0.0,0.0
only_flares,36,0.1,1.0,0.0,0.0,0.0,0.0
only_flares,36,0.1,0.1,0.2344,0.1094,0.2273,0.106
only_flares,36,0.1,0.01,0.0069,0.0246,0.0065,0.0231
only_flares,36,0.1,0.07,0.1297,0.0833,0.1248,0.0798
only_flares,36,0.1,0.001,0.0,0.0,0.0,0.0
only_flares,36,0.1,0.005,0.0,0.0,0.0,0.0
only_flares,36,0.1,0.0001,0.0,0.0,0.0,0.0
only_flares,36,1.0,1.0,0.5388,0.145,0.5348,0.1437
only_flares,36,1.0,0.1,0.545,0.1103,0.5441,0.11
only_flares,36,1.0,0.01,0.1324,0.1033,0.1321,0.1037
only_flares,36,1.0,0.07,0.5192,0.1385,0.5187,0.139
only_flares,36,1.0,0.001,-0.0128,0.1157,-0.0135,0.1169
only_flares,36,1.0,0.005,0.0885,0.107,0.0892,0.1085
only_flares,36,1.0,0.0001,0.0,0.0,0.0,0.0
only_flares,36,10.0,1.0,0.5708,0.1388,0.5679,0.1379
only_flares,36,10.0,0.1,0.6797,0.1327,0.6811,0.1329
only_flares,36,10.0,0.01,0.5174,0.1353,0.5128,0.1324
only_flares,36,10.0,0.07,0.7009,0.1294,0.7025,0.1293
only_flares,36,10.0,0.001,0.1231,0.1139,0.1238,0.1156
only_flares,36,10.0,0.005,0.3836,0.1224,0.3821,0.1216
only_flares,36,10.0,0.0001,-0.0405,0.1304,-0.0415,0.1308
only_flares,36,100.0,1.0,0.5708,0.1388,0.5679,0.1379
only_flares,36,100.0,0.1,0.7714,0.1195,0.7719,0.1189
only_flares,36,100.0,0.01,0.7611,0.1255,0.7597,0.1259
only_flares,36,100.0,0.07,0.8092,0.1074,0.8105,0.1066
only_flares,36,100.0,0.001,0.3512,0.1149,0.3492,0.114
only_flares,36,100.0,0.005,0.6385,0.1054,0.6356,0.1038
only_flares,36,100.0,0.0001,0.1263,0.1395,0.127,0.1411
only_flares,36,1000.0,1.0,0.5708,0.1388,0.5679,0.1379
only_flares,36,1000.0,0.1,0.75,0.1234,0.7505,0.123
only_flares,36,1000.0,0.01,0.7823,0.1061,0.7845,0.1052
only_flares,36,1000.0,0.07,0.7392,0.1381,0.7412,0.1367
only_flares,36,1000.0,0.001,0.5257,0.1235,0.5214,0.121
only_flares,36,1000.0,0.005,0.7454,0.0803,0.7461,0.0796
only_flares,36,1000.0,0.0001,0.3582,0.1299,0.3567,0.1288
only_flares,36,10000.0,1.0,0.5708,0.1388,0.5679,0.1379
only_flares,36,10000.0,0.1,0.75,0.1234,0.7505,0.123
only_flares,36,10000.0,0.01,0.7835,0.1106,0.7849,0.1096
only_flares,36,10000.0,0.07,0.7392,0.1381,0.7412,0.1367
only_flares,36,10000.0,0.001,0.7353,0.1146,0.7339,0.1147
only_flares,36,10000.0,0.005,0.8042,0.1306,0.806,0.1301
only_flares,36,10000.0,0.0001,0.438,0.0989,0.4352,0.0973
only_flares,36,100000.0,1.0,0.5708,0.1388,0.5679,0.1379
only_flares,36,100000.0,0.1,0.75,0.1234,0.7505,0.123
only_flares,36,100000.0,0.01,0.7716,0.138,0.7723,0.1375
only_flares,36,100000.0,0.07,0.7392,0.1381,0.7412,0.1367
only_flares,36,100000.0,0.001,0.7414,0.1215,0.7421,0.1207
only_flares,36,100000.0,0.005,0.7539,0.1014,0.7548,0.101
only_flares,36,100000.0,0.0001,0.5489,0.0925,0.546,0.0904
only_flares,36,1000000.0,1.0,0.5708,0.1388,0.5679,0.1379
only_flares,36,1000000.0,0.1,0.75,0.1234,0.7505,0.123
only_flares,36,1000000.0,0.01,0.7716,0.138,0.7723,0.1375
only_flares,36,1000000.0,0.07,0.7392,0.1381,0.7412,0.1367
only_flares,36,1000000.0,0.001,0.7684,0.0932,0.7712,0.0923
only_flares,36,1000000.0,0.005,0.7539,0.1014,0.7548,0.101
only_flares,36,1000000.0,0.0001,0.687,0.1307,0.6865,0.131
only_flares,36,10000000.0,1.0,0.5708,0.1388,0.5679,0.1379
only_flares,36,10000000.0,0.1,0.75,0.1234,0.7505,0.123
only_flares,36,10000000.0,0.01,0.7716,0.138,0.7723,0.1375
only_flares,36,10000000.0,0.07,0.7392,0.1381,0.7412,0.1367
only_flares,36,10000000.0,0.001,0.7833,0.1132,0.7848,0.1131
only_flares,36,10000000.0,0.005,0.7539,0.1014,0.7548,0.101
only_flares,36,10000000.0,0.0001,0.7034,0.1073,0.7035,0.1071
flare_linked,36,0.001,1.0,0.0,0.0,0.0,0.0
flare_linked,36,0.001,0.1,0.0,0.0,0.0,0.0
flare_linked,36,0.001,0.01,0.0,0.0,0.0,0.0
flare_linked,36,0.001,0.07,0.0,0.0,0.0,0.0
flare_linked,36,0.001,0.001,0.0,0.0,0.0,0.0
flare_linked,36,0.001,0.005,0.0,0.0,0.0,0.0
flare_linked,36,0.001,0.0001,0.0,0.0,0.0,0.0
flare_linked,36,0.01,1.0,0.0,0.0,0.0,0.0
flare_linked,36,0.01,0.1,0.0,0.0,0.0,0.0
flare_linked,36,0.01,0.01,0.0,0.0,0.0,0.0
flare_linked,36,0.01,0.07,0.0,0.0,0.0,0.0
flare_linked,36,0.01,0.001,0.0,0.0,0.0,0.0
flare_linked,36,0.01,0.005,0.0,0.0,0.0,0.0
flare_linked,36,0.01,0.0001,0.0,0.0,0.0,0.0
flare_linked,36,0.1,1.0,0.0,0.0,0.0,0.0
flare_linked,36,0.1,0.1,0.0999,0.111,0.0594,0.0681
flare_linked,36,0.1,0.01,-0.0118,0.0425,-0.0063,0.0226
flare_linked,36,0.1,0.07,0.0766,0.0947,0.0501,0.0637
flare_linked,36,0.1,0.001,0.0,0.0,0.0,0.0
flare_linked,36,0.1,0.005,-0.0091,0.0273,-0.0043,0.013
flare_linked,36,0.1,0.0001,0.0,0.0,0.0,0.0
flare_linked,36,1.0,1.0,0.148,0.1376,0.1852,0.1688
flare_linked,36,1.0,0.1,0.4861,0.1712,0.4683,0.1632
flare_linked,36,1.0,0.01,0.229,0.1898,0.1883,0.1584
flare_linked,36,1.0,0.07,0.4671,0.1721,0.4409,0.1561
flare_linked,36,1.0,0.001,0.016,0.1157,0.0044,0.0699
flare_linked,36,1.0,0.005,0.0737,0.134,0.0492,0.0925
flare_linked,36,1.0,0.0001,0.0,0.0,0.0,0.0
flare_linked,36,10.0,1.0,0.1473,0.1338,0.1898,0.1694
flare_linked,36,10.0,0.1,0.7318,0.1919,0.7506,0.1827
flare_linked,36,10.0,0.01,0.7022,0.0816,0.6517,0.0796
flare_linked,36,10.0,0.07,0.8157,0.1422,0.8186,0.1288
flare_linked,36,10.0,0.001,0.2007,0.1427,0.1419,0.1025
flare_linked,36,10.0,0.005,0.5522,0.1277,0.5035,0.1269
flare_linked,36,10.0,0.0001,0.0244,0.1218,0.0085,0.0735
flare_linked,36,100.0,1.0,0.1473,0.1338,0.1898,0.1694
flare_linked,36,100.0,0.1,0.7388,0.1599,0.7769,0.1474
flare_linked,36,100.0,0.01,0.9192,0.0484,0.8785,0.0715
flare_linked,36,100.0,0.07,0.7747,0.1488,0.8136,0.1282
flare_linked,36,100.0,0.001,0.6072,0.0766,0.5479,0.054
flare_linked,36,100.0,0.005,0.8296,0.0886,0.7872,0.1068
flare_linked,36,100.0,0.0001,0.1751,0.1559,0.1178,0.1035
flare_linked,36,1000.0,1.0,0.1473,0.1338,0.1898,0.1694
flare_linked,36,1000.0,0.1,0.736,0.157,0.7715,0.1421
flare_linked,36,1000.0,0.01,0.8942,0.0733,0.8946,0.0703
flare_linked,36,1000.0,0.07,0.7656,0.1645,0.8049,0.1414
flare_linked,36,1000.0,0.001,0.8168,0.0944,0.7556,0.1047
flare_linked,36,1000.0,0.005,0.8982,0.073,0.8795,0.0735
flare_linked,36,1000.0,0.0001,0.6413,0.0734,0.5627,0.0777
flare_linked,36,10000.0,1.0,0.1473,0.1338,0.1898,0.1694
flare_linked,36,10000.0,0.1,0.736,0.157,0.7715,0.1421
flare_linked,36,10000.0,0.01,0.8818,0.0912,0.892,0.081
flare_linked,36,10000.0,0.07,0.7656,0.1645,0.8049,0.1414
flare_linked,36,10000.0,0.001,0.8481,0.1092,0.8235,0.0943
flare_linked,36,10000.0,0.005,0.874,0.0687,0.8762,0.0607
flare_linked,36,10000.0,0.0001,0.7459,0.1012,0.6711,0.078
flare_linked,36,100000.0,1.0,0.1473,0.1338,0.1898,0.1694
flare_linked,36,100000.0,0.1,0.736,0.157,0.7715,0.1421
flare_linked,36,100000.0,0.01,0.8818,0.0912,0.892,0.081
flare_linked,36,100000.0,0.07,0.7656,0.1645,0.8049,0.1414
flare_linked,36,100000.0,0.001,0.8319,0.0933,0.8402,0.0896
flare_linked,36,100000.0,0.005,0.8769,0.0671,0.8813,0.0537
flare_linked,36,100000.0,0.0001,0.7954,0.1278,0.7577,0.1066
flare_linked,36,1000000.0,1.0,0.1473,0.1338,0.1898,0.1694
flare_linked,36,1000000.0,0.1,0.736,0.157,0.7715,0.1421
flare_linked,36,1000000.0,0.01,0.8818,0.0912,0.892,0.081
flare_linked,36,1000000.0,0.07,0.7656,0.1645,0.8049,0.1414
flare_linked,36,1000000.0,0.001,0.8384,0.1159,0.8504,0.109
flare_linked,36,1000000.0,0.005,0.8769,0.0671,0.8813,0.0537
flare_linked,36,1000000.0,0.0001,0.8124,0.1296,0.7895,0.1172
flare_linked,36,10000000.0,1.0,0.1473,0.1338,0.1898,0.1694
flare_linked,36,10000000.0,0.1,0.736,0.157,0.7715,0.1421
flare_linked,36,10000000.0,0.01,0.8818,0.0912,0.892,0.081
flare_linked,36,10000000.0,0.07,0.7656,0.1645,0.8049,0.1414
flare_linked,36,10000000.0,0.001,0.8384,0.1159,0.8504,0.109
flare_linked,36,10000000.0,0.005,0.8769,0.0671,0.8813,0.0537
flare_linked,36,10000000.0,0.0001,0.8158,0.0747,0.8092,0.0723
only_cme,36,0.001,1.0,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.1,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.01,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.07,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.001,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.005,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.0001,0.0,0.0,0.0,0.0
only_cme,36,0.01,1.0,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.1,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.01,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.07,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.001,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.005,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.0001,0.0,0.0,0.0,0.0
only_cme,36,0.1,1.0,0.0533,0.0442,0.0261,0.0222
only_cme,36,0.1,0.1,0.3353,0.168,0.2539,0.1326
only_cme,36,0.1,0.01,-0.0493,0.149,-0.0346,0.0982
only_cme,36,0.1,0.07,0.264,0.1475,0.175,0.1
only_cme,36,0.1,0.001,0.0,0.0,0.0,0.0
only_cme,36,0.1,0.005,0.0028,0.0083,0.0013,0.004
only_cme,36,0.1,0.0001,0.0,0.0,0.0,0.0
only_cme,36,1.0,1.0,0.3024,0.1837,0.376,0.2141
only_cme,36,1.0,0.1,0.656,0.1743,0.619,0.1718
only_cme,36,1.0,0.01,0.266,0.1748,0.2168,0.1455
only_cme,36,1.0,0.07,0.6654,0.1504,0.6326,0.1485
only_cme,36,1.0,0.001,-0.0309,0.2143,-0.0193,0.1718
only_cme,36,1.0,0.005,0.0638,0.2138,0.0474,0.1811
only_cme,36,1.0,0.0001,0.0,0.0,0.0,0.0
only_cme,36,10.0,1.0,0.3053,0.1801,0.3806,0.2083
only_cme,36,10.0,0.1,0.7431,0.1534,0.7743,0.1261
only_cme,36,10.0,0.01,0.7604,0.1166,0.6951,0.1137
only_cme,36,10.0,0.07,0.7821,0.1317,0.8089,0.1077
only_cme,36,10.0,0.001,0.0948,0.1349,0.0847,0.1124
only_cme,36,10.0,0.005,0.6674,0.0958,0.5901,0.0913
only_cme,36,10.0,0.0001,-0.0458,0.2009,-0.0334,0.1599
only_cme,36,100.0,1.0,0.3053,0.1801,0.3806,0.2083
only_cme,36,100.0,0.1,0.7613,0.1203,0.7909,0.0933
only_cme,36,100.0,0.01,0.8926,0.0561,0.8819,0.0523
only_cme,36,100.0,0.07,0.8032,0.0887,0.8308,0.0613
only_cme,36,100.0,0.001,0.6765,0.1148,0.5956,0.1003
only_cme,36,100.0,0.005,0.8435,0.0773,0.7899,0.0853
only_cme,36,100.0,0.0001,0.1088,0.1177,0.0934,0.0965
only_cme,36,1000.0,1.0,0.3053,0.1801,0.3806,0.2083
only_cme,36,1000.0,0.1,0.7613,0.1203,0.7909,0.0933
only_cme,36,1000.0,0.01,0.8683,0.0565,0.8687,0.0508
only_cme,36,1000.0,0.07,0.7913,0.1005,0.8179,0.0719
only_cme,36,1000.0,0.001,0.8154,0.071,0.7407,0.0714
only_cme,36,1000.0,0.005,0.8986,0.0536,0.9038,0.0399
only_cme,36,1000.0,0.0001,0.6121,0.0915,0.5097,0.096
only_cme,36,10000.0,1.0,0.3053,0.1801,0.3806,0.2083
only_cme,36,10000.0,0.1,0.7613,0.1203,0.7909,0.0933
only_cme,36,10000.0,0.01,0.9013,0.0622,0.8994,0.0576
only_cme,36,10000.0,0.07,0.7913,0.1005,0.8179,0.0719
only_cme,36,10000.0,0.001,0.8515,0.0825,0.8366,0.0849
only_cme,36,10000.0,0.005,0.8866,0.0558,0.882,0.0565
only_cme,36,10000.0,0.0001,0.7714,0.105,0.6955,0.1021
only_cme,36,100000.0,1.0,0.3053,0.1801,0.3806,0.2083
only_cme,36,100000.0,0.1,0.7613,0.1203,0.7909,0.0933
only_cme,36,100000.0,0.01,0.9013,0.0622,0.8994,0.0576
only_cme,36,100000.0,0.07,0.7913,0.1005,0.8179,0.0719
only_cme,36,100000.0,0.001,0.8509,0.0641,0.8476,0.0745
only_cme,36,100000.0,0.005,0.8794,0.0651,0.8803,0.0595
only_cme,36,100000.0,0.0001,0.8362,0.0637,0.7882,0.0785
only_cme,36,1000000.0,1.0,0.3053,0.1801,0.3806,0.2083
only_cme,36,1000000.0,0.1,0.7613,0.1203,0.7909,0.0933
only_cme,36,1000000.0,0.01,0.9013,0.0622,0.8994,0.0576
only_cme,36,1000000.0,0.07,0.7913,0.1005,0.8179,0.0719
only_cme,36,1000000.0,0.001,0.9022,0.0615,0.9013,0.0707
only_cme,36,1000000.0,0.005,0.8794,0.0651,0.8803,0.0595
only_cme,36,1000000.0,0.0001,0.8413,0.0778,0.8168,0.0803
only_cme,36,10000000.0,1.0,0.3053,0.1801,0.3806,0.2083
only_cme,36,10000000.0,0.1,0.7613,0.1203,0.7909,0.0933
only_cme,36,10000000.0,0.01,0.9013,0.0622,0.8994,0.0576
only_cme,36,10000000.0,0.07,0.7913,0.1005,0.8179,0.0719
only_cme,36,10000000.0,0.001,0.9022,0.0615,0.9013,0.0707
only_cme,36,10000000.0,0.005,0.8794,0.0651,0.8803,0.0595
only_cme,36,10000000.0,0.0001,0.8525,0.103,0.8356,0.0898
only_flares,48,0.001,1.0,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.1,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.01,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.07,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.001,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.005,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.0001,0.0,0.0,0.0,0.0
only_flares,48,0.01,1.0,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.1,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.01,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.07,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.001,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.005,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.0001,0.0,0.0,0.0,0.0
only_flares,48,0.1,1.0,0.0145,0.032,0.015,0.0338
only_flares,48,0.1,0.1,0.1866,0.1253,0.1804,0.1208
only_flares,48,0.1,0.01,0.0126,0.048,0.0132,0.0471
only_flares,48,0.1,0.07,0.1382,0.0997,0.1327,0.0963
only_flares,48,0.1,0.001,0.0,0.0,0.0,0.0
only_flares,48,0.1,0.005,0.0,0.0,0.0,0.0
only_flares,48,0.1,0.0001,0.0,0.0,0.0,0.0
only_flares,48,1.0,1.0,0.5497,0.0802,0.5428,0.0798
only_flares,48,1.0,0.1,0.5605,0.1235,0.5592,0.1227
only_flares,48,1.0,0.01,0.0615,0.1346,0.0596,0.1321
only_flares,48,1.0,0.07,0.5639,0.1352,0.5631,0.1337
only_flares,48,1.0,0.001,0.0093,0.0889,0.0097,0.088
only_flares,48,1.0,0.005,0.005,0.1233,0.0044,0.1205
only_flares,48,1.0,0.0001,0.0,0.0,0.0,0.0
only_flares,48,10.0,1.0,0.6052,0.0695,0.601,0.069
only_flares,48,10.0,0.1,0.784,0.115,0.7851,0.1126
only_flares,48,10.0,0.01,0.5957,0.1494,0.5967,0.1475
only_flares,48,10.0,0.07,0.7744,0.123,0.7764,0.1218
only_flares,48,10.0,0.001,0.0988,0.1377,0.0958,0.1341
only_flares,48,10.0,0.005,0.4945,0.1873,0.4941,0.1869
only_flares,48,10.0,0.0001,0.0132,0.1032,0.0137,0.1021
only_flares,48,100.0,1.0,0.6052,0.0695,0.601,0.069
only_flares,48,100.0,0.1,0.7754,0.0704,0.7767,0.0692
only_flares,48,100.0,0.01,0.8051,0.1182,0.8073,0.1183
only_flares,48,100.0,0.07,0.8056,0.0944,0.8074,0.094
only_flares,48,100.0,0.001,0.5016,0.1663,0.5015,0.166
only_flares,48,100.0,0.005,0.7127,0.1246,0.7147,0.1226
only_flares,48,100.0,0.0001,0.1082,0.1092,0.1055,0.1069
only_flares,48,1000.0,1.0,0.6052,0.0695,0.601,0.069
only_flares,48,1000.0,0.1,0.7702,0.0948,0.7719,0.0927
only_flares,48,1000.0,0.01,0.8405,0.0884,0.8424,0.088
only_flares,48,1000.0,0.07,0.7958,0.0816,0.7984,0.0813
only_flares,48,1000.0,0.001,0.6464,0.1344,0.6489,0.1338
only_flares,48,1000.0,0.005,0.8178,0.1014,0.8203,0.1009
only_flares,48,1000.0,0.0001,0.4138,0.1878,0.4138,0.1877
only_flares,48,10000.0,1.0,0.6052,0.0695,0.601,0.069
only_flares,48,10000.0,0.1,0.7702,0.0948,0.7719,0.0927
only_flares,48,10000.0,0.01,0.84,0.1228,0.8421,0.1216
only_flares,48,10000.0,0.07,0.7958,0.0816,0.7984,0.0813
only_flares,48,10000.0,0.001,0.7485,0.1191,0.7502,0.1178
only_flares,48,10000.0,0.005,0.8797,0.1022,0.8818,0.1017
only_flares,48,10000.0,0.0001,0.5618,0.1052,0.5624,0.1042
only_flares,48,100000.0,1.0,0.6052,0.0695,0.601,0.069
only_flares,48,100000.0,0.1,0.7702,0.0948,0.7719,0.0927
only_flares,48,100000.0,0.01,0.8193,0.1043,0.8205,0.1028
only_flares,48,100000.0,0.07,0.7958,0.0816,0.7984,0.0813
only_flares,48,100000.0,0.001,0.8427,0.1096,0.843,0.1105
only_flares,48,100000.0,0.005,0.8363,0.0885,0.8379,0.0879
only_flares,48,100000.0,0.0001,0.6521,0.1123,0.654,0.1128
only_flares,48,1000000.0,1.0,0.6052,0.0695,0.601,0.069
only_flares,48,1000000.0,0.1,0.7702,0.0948,0.7719,0.0927
only_flares,48,1000000.0,0.01,0.8193,0.1043,0.8205,0.1028
only_flares,48,1000000.0,0.07,0.7958,0.0816,0.7984,0.0813
only_flares,48,1000000.0,0.001,0.8622,0.1142,0.8642,0.1131
only_flares,48,1000000.0,0.005,0.8044,0.102,0.807,0.1007
only_flares,48,1000000.0,0.0001,0.7354,0.1446,0.7368,0.1424
only_flares,48,10000000.0,1.0,0.6052,0.0695,0.601,0.069
only_flares,48,10000000.0,0.1,0.7702,0.0948,0.7719,0.0927
only_flares,48,10000000.0,0.01,0.8193,0.1043,0.8205,0.1028
only_flares,48,10000000.0,0.07,0.7958,0.0816,0.7984,0.0813
only_flares,48,10000000.0,0.001,0.7769,0.0918,0.7771,0.0908
only_flares,48,10000000.0,0.005,0.8044,0.102,0.807,0.1007
only_flares,48,10000000.0,0.0001,0.7758,0.1204,0.7771,0.1208
flare_linked,48,0.001,1.0,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.1,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.01,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.07,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.001,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.005,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.0001,0.0,0.0,0.0,0.0
flare_linked,48,0.01,1.0,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.1,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.01,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.07,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.001,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.005,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.0001,0.0,0.0,0.0,0.0
flare_linked,48,0.1,1.0,0.0,0.0,0.0,0.0
flare_linked,48,0.1,0.1,0.0876,0.1178,0.0717,0.1121
flare_linked,48,0.1,0.01,-0.0118,0.0608,-0.0097,0.0623
flare_linked,48,0.1,0.07,0.1188,0.1284,0.1005,0.1199
flare_linked,48,0.1,0.001,0.0,0.0,0.0,0.0
flare_linked,48,0.1,0.005,-0.0044,0.0133,-0.002,0.0061
flare_linked,48,0.1,0.0001,0.0,0.0,0.0,0.0
flare_linked,48,1.0,1.0,0.1896,0.0985,0.2426,0.1138
flare_linked,48,1.0,0.1,0.3611,0.1776,0.3163,0.1431
flare_linked,48,1.0,0.01,0.1169,0.1629,0.0751,0.111
flare_linked,48,1.0,0.07,0.3719,0.1562,0.3152,0.1182
flare_linked,48,1.0,0.001,-0.0055,0.1386,-0.0084,0.0867
flare_linked,48,1.0,0.005,0.0598,0.1263,0.0341,0.0813
