Method,Time,C,Gamma,TSS Mean,TSS Std,HSS Mean,HSS Std
only_flares,120,0.001,0.005,0.0,0.0,0.0,0.0
only_flares,120,0.001,0.0001,0.0,0.0,0.0,0.0
only_flares,120,0.01,1.0,0.0,0.0,0.0,0.0
only_flares,120,0.01,0.1,0.0,0.0,0.0,0.0
only_flares,120,0.01,0.01,0.0,0.0,0.0,0.0
only_flares,120,0.01,0.07,0.0,0.0,0.0,0.0
only_flares,120,0.01,0.001,0.0,0.0,0.0,0.0
only_flares,120,0.01,0.005,0.0,0.0,0.0,0.0
only_flares,120,0.01,0.0001,0.0,0.0,0.0,0.0
only_flares,120,0.1,1.0,0.0739,0.0643,0.0714,0.064
only_flares,120,0.1,0.1,0.1582,0.1153,0.1539,0.1116
only_flares,120,0.1,0.01,0.1228,0.0897,0.1181,0.0862
only_flares,120,0.1,0.07,0.1187,0.1543,0.1144,0.1494
only_flares,120,0.1,0.001,0.0,0.0,0.0,0.0
only_flares,120,0.1,0.005,0.1007,0.0818,0.0963,0.0783
only_flares,120,0.1,0.0001,0.0,0.0,0.0,0.0
only_flares,120,1.0,1.0,0.2522,0.1246,0.249,0.1231
only_flares,120,1.0,0.1,0.3066,0.0982,0.3062,0.0985
only_flares,120,1.0,0.01,0.1739,0.1513,0.1702,0.1477
only_flares,120,1.0,0.07,0.2751,0.1039,0.2736,0.1025
only_flares,120,1.0,0.001,0.1277,0.1046,0.1229,0.1004
only_flares,120,1.0,0.005,0.1312,0.1206,0.1271,0.1172
only_flares,120,1.0,0.0001,0.0,0.0,0.0,0.0
only_flares,120,10.0,1.0,0.2757,0.1591,0.2738,0.1584
only_flares,120,10.0,0.1,0.3195,0.1218,0.3183,0.1212
only_flares,120,10.0,0.01,0.271,0.1572,0.2687,0.1555
only_flares,120,10.0,0.07,0.3195,0.1116,0.3185,0.1114
only_flares,120,10.0,0.001,0.1982,0.1682,0.1958,0.1669
only_flares,120,10.0,0.005,0.2505,0.139,0.2472,0.1357
only_flares,120,10.0,0.0001,0.1277,0.1046,0.1229,0.1004
only_flares,120,100.0,1.0,0.2605,0.1429,0.2579,0.1419
only_flares,120,100.0,0.1,0.2973,0.1716,0.2954,0.1704
only_flares,120,100.0,0.01,0.3545,0.1565,0.354,0.157
only_flares,120,100.0,0.07,0.3036,0.1681,0.3015,0.1665
only_flares,120,100.0,0.001,0.2196,0.1215,0.2171,0.1192
only_flares,120,100.0,0.005,0.2983,0.1726,0.297,0.1704
only_flares,120,100.0,0.0001,0.212,0.1675,0.2105,0.167
only_flares,120,1000.0,1.0,0.2661,0.1413,0.2635,0.1402
only_flares,120,1000.0,0.1,0.2883,0.1658,0.2874,0.1647
only_flares,120,1000.0,0.01,0.3087,0.1131,0.3075,0.1132
only_flares,120,1000.0,0.07,0.2884,0.1824,0.2869,0.1804
only_flares,120,1000.0,0.001,0.281,0.1485,0.2793,0.1471
only_flares,120,1000.0,0.005,0.3132,0.1405,0.3125,0.1405
only_flares,120,1000.0,0.0001,0.2448,0.116,0.2439,0.1166
only_flares,120,10000.0,1.0,0.2661,0.1413,0.2635,0.1402
only_flares,120,10000.0,0.1,0.3063,0.131,0.3053,0.1299
only_flares,120,10000.0,0.01,0.306,0.1012,0.3055,0.1009
only_flares,120,10000.0,0.07,0.3188,0.1407,0.3178,0.1401
only_flares,120,10000.0,0.001,0.3275,0.1372,0.3264,0.1372
only_flares,120,10000.0,0.005,0.2845,0.1399,0.2832,0.1385
only_flares,120,10000.0,0.0001,0.2886,0.1236,0.2862,0.1222
only_flares,120,100000.0,1.0,0.2661,0.1413,0.2635,0.1402
only_flares,120,100000.0,0.1,0.3063,0.131,0.3053,0.1299
only_flares,120,100000.0,0.01,0.3341,0.1214,0.3342,0.1227
only_flares,120,100000.0,0.07,0.3188,0.1407,0.3178,0.1401
only_flares,120,100000.0,0.001,0.358,0.1207,0.3579,0.121
only_flares,120,100000.0,0.005,0.2835,0.1062,0.2825,0.1056
only_flares,120,100000.0,0.0001,0.2782,0.1627,0.2772,0.1619
only_flares,120,1000000.0,1.0,0.2661,0.1413,0.2635,0.1402
only_flares,120,1000000.0,0.1,0.3063,0.131,0.3053,0.1299
only_flares,120,1000000.0,0.01,0.2904,0.1032,0.2908,0.1031
only_flares,120,1000000.0,0.07,0.3188,0.1407,0.3178,0.1401
only_flares,120,1000000.0,0.001,0.2949,0.1268,0.2945,0.1275
only_flares,120,1000000.0,0.005,0.2987,0.1205,0.2987,0.1211
only_flares,120,1000000.0,0.0001,0.3281,0.1061,0.3287,0.1083
only_flares,120,10000000.0,1.0,0.2661,0.1413,0.2635,0.1402
only_flares,120,10000000.0,0.1,0.3063,0.131,0.3053,0.1299
only_flares,120,10000000.0,0.01,0.2904,0.1032,0.2908,0.1031
only_flares,120,10000000.0,0.07,0.3188,0.1407,0.3178,0.1401
only_flares,120,10000000.0,0.001,0.299,0.0712,0.2988,0.0711
only_flares,120,10000000.0,0.005,0.2977,0.1123,0.2979,0.1124
only_flares,120,10000000.0,0.0001,0.3601,0.118,0.3585,0.1161
flare_linked,120,0.001,1.0,0.0,0.0,0.0,0.0
flare_linked,120,0.001,0.1,0.0,0.0,0.0,0.0
flare_linked,120,0.001,0.01,0.0,0.0,0.0,0.0
flare_linked,120,0.001,0.07,0.0,0.0,0.0,0.0
flare_linked,120,0.001,0.001,0.0,0.0,0.0,0.0
flare_linked,120,0.001,0.005,0.0,0.0,0.0,0.0
flare_linked,120,0.001,0.0001,0.0,0.0,0.0,0.0
flare_linked,120,0.01,1.0,0.0,0.0,0.0,0.0
flare_linked,120,0.01,0.1,0.0,0.0,0.0,0.0
flare_linked,120,0.01,0.01,0.0,0.0,0.0,0.0
flare_linked,120,0.01,0.07,0.0,0.0,0.0,0.0
flare_linked,120,0.01,0.001,0.0,0.0,0.0,0.0
flare_linked,120,0.01,0.005,0.0,0.0,0.0,0.0
flare_linked,120,0.01,0.0001,0.0,0.0,0.0,0.0
flare_linked,120,0.1,1.0,0.0078,0.0157,0.004,0.008
flare_linked,120,0.1,0.1,0.2077,0.0994,0.1454,0.0771
flare_linked,120,0.1,0.01,0.1394,0.0957,0.0778,0.0579
flare_linked,120,0.1,0.07,0.2078,0.0962,0.1426,0.0791
flare_linked,120,0.1,0.001,0.0,0.0,0.0,0.0
flare_linked,120,0.1,0.005,0.0,0.0,0.0,0.0
flare_linked,120,0.1,0.0001,0.0,0.0,0.0,0.0
flare_linked,120,1.0,1.0,0.1104,0.1506,0.1196,0.1614
flare_linked,120,1.0,0.1,0.1985,0.1997,0.155,0.1649
flare_linked,120,1.0,0.01,0.2115,0.1527,0.1497,0.1119
flare_linked,120,1.0,0.07,0.1964,0.2107,0.1481,0.1656
flare_linked,120,1.0,0.001,0.1799,0.1794,0.1167,0.1167
flare_linked,120,1.0,0.005,0.1777,0.1474,0.1185,0.0985
flare_linked,120,1.0,0.0001,0.0,0.0,0.0,0.0
flare_linked,120,10.0,1.0,0.0485,0.1252,0.0597,0.146
flare_linked,120,10.0,0.1,0.2834,0.1642,0.2542,0.1574
flare_linked,120,10.0,0.01,0.1773,0.2099,0.1235,0.1492
flare_linked,120,10.0,0.07,0.2395,0.1814,0.1992,0.1641
flare_linked,120,10.0,0.001,0.1871,0.1423,0.1331,0.1049
flare_linked,120,10.0,0.005,0.2451,0.1893,0.1696,0.1316
flare_linked,120,10.0,0.0001,0.1557,0.1881,0.1043,0.1275
flare_linked,120,100.0,1.0,0.064,0.1301,0.0767,0.1554
flare_linked,120,100.0,0.1,0.1529,0.1349,0.1421,0.1327
flare_linked,120,100.0,0.01,0.1357,0.1903,0.1099,0.1677
flare_linked,120,100.0,0.07,0.1349,0.1495,0.1255,0.1378
flare_linked,120,100.0,0.001,0.1999,0.2253,0.141,0.1599
flare_linked,120,100.0,0.005,0.1369,0.1949,0.1043,0.1485
flare_linked,120,100.0,0.0001,0.1692,0.1248,0.1302,0.0921
flare_linked,120,1000.0,1.0,0.064,0.1301,0.0767,0.1554
flare_linked,120,1000.0,0.1,0.1646,0.1534,0.1522,0.1358
flare_linked,120,1000.0,0.01,0.2096,0.2292,0.1847,0.2164
flare_linked,120,1000.0,0.07,0.1992,0.1522,0.1833,0.1343
flare_linked,120,1000.0,0.001,0.1807,0.2131,0.1286,0.1513
flare_linked,120,1000.0,0.005,0.1791,0.1561,0.1533,0.1532
flare_linked,120,1000.0,0.0001,0.225,0.2153,0.1667,0.1642
flare_linked,120,10000.0,1.0,0.064,0.1301,0.0767,0.1554
flare_linked,120,10000.0,0.1,0.1376,0.1571,0.1265,0.1399
flare_linked,120,10000.0,0.01,0.1515,0.1756,0.1343,0.157
flare_linked,120,10000.0,0.07,0.1318,0.1635,0.1186,0.1465
flare_linked,120,10000.0,0.001,0.1453,0.1977,0.1212,0.1871
flare_linked,120,10000.0,0.005,0.1542,0.189,0.1342,0.1715
flare_linked,120,10000.0,0.0001,0.1897,0.244,0.1418,0.1946
flare_linked,120,100000.0,1.0,0.064,0.1301,0.0767,0.1554
flare_linked,120,100000.0,0.1,0.1376,0.1571,0.1265,0.1399
flare_linked,120,100000.0,0.01,0.1171,0.1742,0.1088,0.1628
flare_linked,120,100000.0,0.07,0.1318,0.1635,0.1186,0.1465
flare_linked,120,100000.0,0.001,0.1653,0.1655,0.1436,0.1707
flare_linked,120,100000.0,0.005,0.1464,0.1584,0.1335,0.149
flare_linked,120,100000.0,0.0001,0.1766,0.2233,0.1374,0.1877
flare_linked,120,1000000.0,1.0,0.064,0.1301,0.0767,0.1554
flare_linked,120,1000000.0,0.1,0.1376,0.1571,0.1265,0.1399
flare_linked,120,1000000.0,0.01,0.1097,0.1932,0.1056,0.1801
flare_linked,120,1000000.0,0.07,0.1318,0.1635,0.1186,0.1465
flare_linked,120,1000000.0,0.001,0.1663,0.2099,0.1405,0.1769
flare_linked,120,1000000.0,0.005,0.1607,0.1582,0.1527,0.1558
flare_linked,120,1000000.0,0.0001,0.1507,0.251,0.1295,0.2229
flare_linked,120,10000000.0,1.0,0.064,0.1301,0.0767,0.1554
flare_linked,120,10000000.0,0.1,0.1376,0.1571,0.1265,0.1399
flare_linked,120,10000000.0,0.01,0.1097,0.1932,0.1056,0.1801
flare_linked,120,10000000.0,0.07,0.1318,0.1635,0.1186,0.1465
flare_linked,120,10000000.0,0.001,0.1709,0.1388,0.149,0.1232
flare_linked,120,10000000.0,0.005,0.1422,0.1559,0.1302,0.1432
flare_linked,120,10000000.0,0.0001,0.164,0.1603,0.1285,0.1319
only_cme,120,0.001,1.0,0.0,0.0,0.0,0.0
only_cme,120,0.001,0.1,0.0,0.0,0.0,0.0
only_cme,120,0.001,0.01,0.0,0.0,0.0,0.0
only_cme,120,0.001,0.07,0.0,0.0,0.0,0.0
only_cme,120,0.001,0.001,0.0,0.0,0.0,0.0
only_cme,120,0.001,0.005,0.0,0.0,0.0,0.0
only_cme,120,0.001,0.0001,0.0,0.0,0.0,0.0
only_cme,120,0.01,1.0,0.0,0.0,0.0,0.0
only_cme,120,0.01,0.1,0.0,0.0,0.0,0.0
only_cme,120,0.01,0.01,0.0,0.0,0.0,0.0
only_cme,120,0.01,0.07,0.0,0.0,0.0,0.0
only_cme,120,0.01,0.001,0.0,0.0,0.0,0.0
only_cme,120,0.01,0.005,0.0,0.0,0.0,0.0
only_cme,120,0.01,0.0001,0.0,0.0,0.0,0.0
only_cme,120,0.1,1.0,0.0337,0.0524,0.0476,0.0744
only_cme,120,0.1,0.1,0.0769,0.1788,0.0495,0.1174
only_cme,120,0.1,0.01,0.1452,0.1823,0.0845,0.1032
only_cme,120,0.1,0.07,0.1115,0.1728,0.0729,0.1101
only_cme,120,0.1,0.001,0.0,0.0,0.0,0.0
only_cme,120,0.1,0.005,0.0808,0.1412,0.0716,0.1124
only_cme,120,0.1,0.0001,0.0,0.0,0.0,0.0
only_cme,120,1.0,1.0,0.0904,0.1255,0.1009,0.1438
only_cme,120,1.0,0.1,0.1615,0.1991,0.1197,0.1459
only_cme,120,1.0,0.01,0.0827,0.1755,0.0562,0.1096
only_cme,120,1.0,0.07,0.1788,0.1674,0.1278,0.1168
only_cme,120,1.0,0.001,0.1106,0.169,0.0634,0.0946
only_cme,120,1.0,0.005,0.0913,0.1401,0.0529,0.0847
only_cme,120,1.0,0.0001,0.0,0.0,0.0,0.0
only_cme,120,10.0,1.0,0.0625,0.1299,0.0787,0.1588
only_cme,120,10.0,0.1,0.1029,0.1878,0.0813,0.1511
only_cme,120,10.0,0.01,0.1058,0.1485,0.0755,0.1025
only_cme,120,10.0,0.07,0.1212,0.2464,0.0994,0.1914
only_cme,120,10.0,0.001,0.0865,0.1523,0.0618,0.0987
only_cme,120,10.0,0.005,0.1115,0.1956,0.0746,0.1312
only_cme,120,10.0,0.0001,0.1106,0.169,0.0634,0.0946
only_cme,120,100.0,1.0,0.05,0.1376,0.0631,0.1699
only_cme,120,100.0,0.1,0.0471,0.1568,0.0405,0.1464
only_cme,120,100.0,0.01,0.1837,0.172,0.1364,0.1283
only_cme,120,100.0,0.07,0.0808,0.1752,0.0714,0.1588
only_cme,120,100.0,0.001,0.149,0.1949,0.1052,0.1394
only_cme,120,100.0,0.005,0.1942,0.1235,0.1396,0.0826
only_cme,120,100.0,0.0001,0.1317,0.1284,0.0922,0.0873
only_cme,120,1000.0,1.0,0.05,0.1376,0.0631,0.1699
only_cme,120,1000.0,0.1,0.0827,0.2139,0.0668,0.2003
only_cme,120,1000.0,0.01,0.1529,0.1689,0.1295,0.1447
only_cme,120,1000.0,0.07,0.1558,0.1752,0.1418,0.1571
only_cme,120,1000.0,0.001,0.1529,0.2057,0.1049,0.1525
only_cme,120,1000.0,0.005,0.1731,0.1899,0.1306,0.1393
only_cme,120,1000.0,0.0001,0.1452,0.1792,0.1023,0.1275
only_cme,120,10000.0,1.0,0.05,0.1376,0.0631,0.1699
only_cme,120,10000.0,0.1,0.1183,0.2183,0.1021,0.1942
only_cme,120,10000.0,0.01,0.1894,0.165,0.1821,0.1611
only_cme,120,10000.0,0.07,0.1183,0.2348,0.1003,0.2185
only_cme,120,10000.0,0.001,0.124,0.1877,0.0898,0.1407
only_cme,120,10000.0,0.005,0.1654,0.1777,0.1445,0.1568
only_cme,120,10000.0,0.0001,0.2298,0.1996,0.1705,0.1448
only_cme,120,100000.0,1.0,0.05,0.1376,0.0631,0.1699
only_cme,120,100000.0,0.1,0.1183,0.2183,0.1021,0.1942
only_cme,120,100000.0,0.01,0.1423,0.1877,0.1374,0.1849
only_cme,120,100000.0,0.07,0.1183,0.2348,0.1003,0.2185
only_cme,120,100000.0,0.001,0.2231,0.1534,0.1762,0.1161
only_cme,120,100000.0,0.005,0.1981,0.1468,0.1872,0.1392
only_cme,120,100000.0,0.0001,0.1606,0.1859,0.1131,0.1344
only_cme,120,1000000.0,1.0,0.05,0.1376,0.0631,0.1699
only_cme,120,1000000.0,0.1,0.1183,0.2183,0.1021,0.1942
only_cme,120,1000000.0,0.01,0.0865,0.2044,0.0896,0.1973
only_cme,120,1000000.0,0.07,0.1183,0.2348,0.1003,0.2185
only_cme,120,1000000.0,0.001,0.1875,0.1552,0.1561,0.128
only_cme,120,1000000.0,0.005,0.15,0.2052,0.1474,0.2033
only_cme,120,1000000.0,0.0001,0.1365,0.1965,0.0962,0.1458
only_cme,120,10000000.0,1.0,0.05,0.1376,0.0631,0.1699
only_cme,120,10000000.0,0.1,0.1183,0.2183,0.1021,0.1942
only_cme,120,10000000.0,0.01,0.0865,0.2044,0.0896,0.1973
only_cme,120,10000000.0,0.07,0.1183,0.2348,0.1003,0.2185
only_cme,120,10000000.0,0.001,0.1567,0.1608,0.1387,0.1462
only_cme,120,10000000.0,0.005,0.1404,0.2199,0.1416,0.2173
only_cme,120,10000000.0,0.0001,0.2452,0.1684,0.181,0.1205
