USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA,Class,Peak Time
1.308519e+21,109.914,-0.00575352,2005.3,16.11,84.285,46.527,-0.02243091,38.473,111.273,-0.30028206,2000745000000.0,422251200000.0,6.380853e+21,29.796,35.070248,0.0,13.774,8,11069,M1.2,2010.05.04_05:19_TAI
1.748676e+22,86.809,-0.00539809,6107.613,20.115,974.343,37.806,-0.01411551,37.002,87.949,-0.26218987,19064970000000.0,3886959000000.0,2.221003e+23,30.611,427.937958,3.821,147.8,115,11093,M1.0,2010.08.06_06:24_TAI
8.635886e+21,145.208,0.00188175,3380.575,7.04,680.337,72.2,0.00532055,34.328,144.41,0.48251453,13509480000000.0,3217496000000.0,5.72014e+22,24.878,709.764587,3.426,23.975,211,11112,M2.9,2010.10.15_07:12_TAI
2.208835e+22,77.458,0.00318894,7058.576,21.203,1125.812,35.493,0.0074759,36.119,83.284,-0.45213342,20888710000000.0,7186058000000.0,2.921531e+23,28.83,564.053101,4.19,99.387,345,11149,M1.3,2011.01.26_13:03_TAI
6.968897e+21,113.469,-0.0024686,3649.218,10.467,464.259,53.387,-0.00630027,32.995,120.948,-0.01695496,9377741000000.0,2097685000000.0,4.741158e+22,27.293,199.34108,3.947,24.15,362,11153,M1.9,2011.02.07_13:31_TAI
4.942875e+21,125.39,0.00894444,5757.768,29.832,451.349,77.005,0.02089216,49.604,125.23,0.11362994,8694789000000.0,3387658000000.0,5.903152e+22,37.851,232.700699,3.404,69.051,377,11158,M6.6,2011.02.12_05:38_TAI
1.238868e+22,113.095,0.02661065,9642.839,49.796,1762.007,83.895,0.0712622,59.524,119.216,0.19456717,33410200000000.0,23216690000000.0,2.951553e+23,48.628,566.928284,4.67,613.296,377,11158,M2.2,2011.02.13_05:26_TAI
7.539598e+21,107.58,-0.00576649,2458.055,3.694,454.132,45.728,-0.01486862,27.968,111.556,-0.40926298,8506760000000.0,2387461000000.0,3.455699e+22,22.292,134.166183,3.304,61.044,384,11161,M1.1,2011.02.14_19:44_TAI
2.660671e+22,97.297,0.02194077,16238.07,57.186,3283.517,69.804,0.04187625,58.744,106.576,0.30270305,56719810000000.0,21011980000000.0,8.678998e+23,51.335,1103.282959,4.827,883.006,377,11158,M1.6,2011.02.15_02:25_TAI
2.896708e+22,102.032,0.01916542,11038.04,44.948,2689.073,64.041,0.03776712,51.293,110.907,0.09079613,51112190000000.0,33935940000000.0,6.247078e+23,44.563,1103.807495,4.734,816.715,377,11158,M6.6,2011.02.16_22:11_TAI
