Method,Time,C,Gamma,TSS Mean,TSS Std,HSS Mean,HSS Std
flare_linked,36,1.0,0.005,0.0365,0.07,0.0341,0.064
flare_linked,36,10.0,1.0,0.2779,0.0549,0.3258,0.0614
flare_linked,36,10.0,0.1,0.5786,0.0556,0.5511,0.0445
flare_linked,36,10.0,0.01,0.4157,0.0826,0.3638,0.0754
flare_linked,36,10.0,0.07,0.6034,0.0473,0.5672,0.0474
flare_linked,36,10.0,0.001,0.0606,0.08,0.0552,0.0744
flare_linked,36,10.0,0.005,0.2987,0.0776,0.2564,0.0667
flare_linked,36,100.0,1.0,0.2779,0.0549,0.3258,0.0614
flare_linked,36,100.0,0.1,0.6522,0.0362,0.653,0.032
flare_linked,36,100.0,0.01,0.6248,0.0625,0.5608,0.0526
flare_linked,36,100.0,0.07,0.6746,0.0518,0.6647,0.0473
flare_linked,36,100.0,0.001,0.289,0.0673,0.2499,0.0596
flare_linked,36,100.0,0.005,0.5178,0.0517,0.4531,0.0428
flare_linked,36,1000.0,1.0,0.2779,0.0549,0.3258,0.0614
flare_linked,36,1000.0,0.1,0.6331,0.0549,0.6425,0.0477
flare_linked,36,1000.0,0.01,0.731,0.0568,0.6846,0.0581
flare_linked,36,1000.0,0.07,0.648,0.0526,0.6617,0.0437
flare_linked,36,1000.0,0.001,0.473,0.0697,0.4117,0.0605
flare_linked,36,1000.0,0.005,0.673,0.0444,0.6101,0.041
flare_linked,36,10000.0,1.0,0.2779,0.0549,0.3258,0.0614
flare_linked,36,10000.0,0.1,0.6345,0.0553,0.6447,0.0482
flare_linked,36,10000.0,0.01,0.7271,0.0666,0.7079,0.0621
flare_linked,36,10000.0,0.07,0.6492,0.0659,0.6663,0.0591
flare_linked,36,10000.0,0.001,0.6313,0.0355,0.5644,0.0337
flare_linked,36,10000.0,0.005,0.7339,0.0498,0.6886,0.0473
flare_linked,36,100000.0,1.0,0.2779,0.0549,0.3258,0.0614
flare_linked,36,100000.0,0.1,0.6345,0.0553,0.6447,0.0482
flare_linked,36,100000.0,0.01,0.71,0.0451,0.711,0.038
flare_linked,36,100000.0,0.07,0.6492,0.0659,0.6663,0.0591
flare_linked,36,100000.0,0.001,0.7171,0.0459,0.6579,0.0457
flare_linked,36,100000.0,0.005,0.7284,0.0579,0.71,0.053
only_cme,36,0.001,1.0,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.1,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.01,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.07,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.001,0.0,0.0,0.0,0.0
only_cme,36,0.001,0.005,0.0,0.0,0.0,0.0
only_cme,36,0.01,1.0,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.1,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.01,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.07,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.001,0.0,0.0,0.0,0.0
only_cme,36,0.01,0.005,0.0,0.0,0.0,0.0
only_cme,36,0.1,1.0,0.1699,0.0889,0.2256,0.113
only_cme,36,0.1,0.1,0.3272,0.0913,0.2498,0.0728
only_cme,36,0.1,0.01,0.0655,0.0747,0.0442,0.0519
only_cme,36,0.1,0.07,0.3247,0.0683,0.2338,0.0566
only_cme,36,0.1,0.001,0.0032,0.0087,0.0005,0.0048
only_cme,36,0.1,0.005,0.0354,0.0994,0.0218,0.0675
only_cme,36,1.0,1.0,0.3595,0.1012,0.4366,0.1179
only_cme,36,1.0,0.1,0.7039,0.0682,0.6432,0.0605
only_cme,36,1.0,0.01,0.4233,0.0524,0.3142,0.0383
only_cme,36,1.0,0.07,0.6869,0.0695,0.6282,0.0698
only_cme,36,1.0,0.001,0.0392,0.089,0.0271,0.0622
only_cme,36,1.0,0.005,0.2677,0.0561,0.1915,0.0406
only_cme,36,10.0,1.0,0.365,0.0867,0.456,0.0986
only_cme,36,10.0,0.1,0.8691,0.0472,0.8739,0.0448
only_cme,36,10.0,0.01,0.7618,0.0843,0.6822,0.0674
only_cme,36,10.0,0.07,0.8865,0.0425,0.8702,0.0378
only_cme,36,10.0,0.001,0.3174,0.0705,0.2336,0.0512
only_cme,36,10.0,0.005,0.6767,0.0506,0.5659,0.0432
only_cme,36,100.0,1.0,0.365,0.0867,0.456,0.0986
only_cme,36,100.0,0.1,0.8315,0.0492,0.8554,0.0431
only_cme,36,100.0,0.01,0.8771,0.0602,0.8411,0.0635
only_cme,36,100.0,0.07,0.8538,0.0593,0.8725,0.047
only_cme,36,100.0,0.001,0.6867,0.0653,0.5884,0.051
only_cme,36,100.0,0.005,0.8147,0.0758,0.7619,0.0676
only_cme,36,1000.0,1.0,0.365,0.0867,0.456,0.0986
only_cme,36,1000.0,0.1,0.8143,0.0623,0.8448,0.0479
only_cme,36,1000.0,0.01,0.9054,0.0584,0.8918,0.051
only_cme,36,1000.0,0.07,0.8394,0.0629,0.8603,0.0543
only_cme,36,1000.0,0.001,0.7611,0.0788,0.6813,0.0673
only_cme,36,1000.0,0.005,0.8912,0.0646,0.869,0.0676
only_cme,36,10000.0,1.0,0.365,0.0867,0.456,0.0986
only_cme,36,10000.0,0.1,0.8143,0.0623,0.8448,0.0479
only_cme,36,10000.0,0.01,0.8698,0.0428,0.875,0.0373
only_cme,36,10000.0,0.07,0.8394,0.0629,0.8603,0.0543
only_cme,36,10000.0,0.001,0.8377,0.0664,0.7801,0.0656
only_cme,36,10000.0,0.005,0.908,0.0534,0.8981,0.0501
only_cme,36,100000.0,1.0,0.365,0.0867,0.456,0.0986
only_cme,36,100000.0,0.1,0.8143,0.0623,0.8448,0.0479
only_cme,36,100000.0,0.01,0.8631,0.0519,0.8766,0.0409
only_cme,36,100000.0,0.07,0.8394,0.0629,0.8603,0.0543
only_cme,36,100000.0,0.001,0.8762,0.0644,0.8515,0.0635
only_cme,36,100000.0,0.005,0.8678,0.052,0.8704,0.0495
only_flares,48,0.001,1.0,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.1,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.01,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.07,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.001,0.0,0.0,0.0,0.0
only_flares,48,0.001,0.005,0.0,0.0,0.0,0.0
only_flares,48,0.01,1.0,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.1,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.01,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.07,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.001,0.0,0.0,0.0,0.0
only_flares,48,0.01,0.005,0.0,0.0,0.0,0.0
only_flares,48,0.1,1.0,0.3009,0.101,0.2944,0.0974
only_flares,48,0.1,0.1,0.177,0.0741,0.1771,0.0741
only_flares,48,0.1,0.01,0.0193,0.0952,0.019,0.0951
only_flares,48,0.1,0.07,0.1433,0.0468,0.1427,0.0465
only_flares,48,0.1,0.001,0.0,0.0,0.0,0.0
only_flares,48,0.1,0.005,0.0029,0.0655,0.0028,0.0652
only_flares,48,1.0,1.0,0.5406,0.0546,0.5375,0.0546
only_flares,48,1.0,0.1,0.4491,0.0697,0.45,0.0699
only_flares,48,1.0,0.01,0.1747,0.0908,0.1747,0.0907
only_flares,48,1.0,0.07,0.4154,0.0651,0.4163,0.065
only_flares,48,1.0,0.001,0.0116,0.0764,0.0117,0.077
only_flares,48,1.0,0.005,0.0546,0.0792,0.0552,0.0802
only_flares,48,10.0,1.0,0.552,0.062,0.5506,0.0621
only_flares,48,10.0,0.1,0.6884,0.0712,0.6891,0.0706
only_flares,48,10.0,0.01,0.4471,0.0699,0.4466,0.0696
only_flares,48,10.0,0.07,0.6616,0.0785,0.6627,0.078
only_flares,48,10.0,0.001,0.0898,0.0805,0.0904,0.081
only_flares,48,10.0,0.005,0.3602,0.0615,0.3587,0.0613
only_flares,48,100.0,1.0,0.552,0.062,0.5506,0.0621
only_flares,48,100.0,0.1,0.7667,0.0552,0.7676,0.055
only_flares,48,100.0,0.01,0.6826,0.0765,0.6838,0.0769
only_flares,48,100.0,0.07,0.7781,0.0571,0.7791,0.0566
only_flares,48,100.0,0.001,0.3434,0.0588,0.3416,0.0583
only_flares,48,100.0,0.005,0.6045,0.0842,0.6066,0.0846
only_flares,48,1000.0,1.0,0.552,0.062,0.5506,0.0621
only_flares,48,1000.0,0.1,0.7539,0.0567,0.755,0.0573
only_flares,48,1000.0,0.01,0.7769,0.0672,0.7772,0.0673
only_flares,48,1000.0,0.07,0.7887,0.0488,0.7896,0.0489
only_flares,48,1000.0,0.001,0.5274,0.0889,0.529,0.0886
only_flares,48,1000.0,0.005,0.7226,0.0634,0.7244,0.0631
only_flares,48,10000.0,1.0,0.552,0.062,0.5506,0.0621
only_flares,48,10000.0,0.1,0.7509,0.0558,0.7519,0.0562
only_flares,48,10000.0,0.01,0.8264,0.0579,0.8273,0.0578
only_flares,48,10000.0,0.07,0.7715,0.0493,0.7727,0.0486
only_flares,48,10000.0,0.001,0.6775,0.069,0.6792,0.0685
only_flares,48,10000.0,0.005,0.7883,0.0719,0.7887,0.0717
only_flares,48,100000.0,1.0,0.552,0.062,0.5506,0.0621
only_flares,48,100000.0,0.1,0.7509,0.0558,0.7519,0.0562
only_flares,48,100000.0,0.01,0.8092,0.0557,0.8105,0.0552
only_flares,48,100000.0,0.07,0.7715,0.0493,0.7727,0.0486
only_flares,48,100000.0,0.001,0.7521,0.0652,0.753,0.0653
only_flares,48,100000.0,0.005,0.8242,0.0575,0.8252,0.0577
flare_linked,48,0.001,1.0,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.1,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.01,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.07,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.001,0.0,0.0,0.0,0.0
flare_linked,48,0.001,0.005,0.0,0.0,0.0,0.0
flare_linked,48,0.01,1.0,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.1,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.01,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.07,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.001,0.0,0.0,0.0,0.0
flare_linked,48,0.01,0.005,0.0,0.0,0.0,0.0
flare_linked,48,0.1,1.0,0.0679,0.0379,0.0932,0.051
flare_linked,48,0.1,0.1,0.0475,0.0668,0.0421,0.0583
flare_linked,48,0.1,0.01,-0.0169,0.0498,-0.0096,0.041
flare_linked,48,0.1,0.07,0.0426,0.069,0.0379,0.0594
flare_linked,48,0.1,0.001,0.0,0.0,0.0,0.0
flare_linked,48,0.1,0.005,-0.0158,0.0213,-0.017,0.0211
flare_linked,48,1.0,1.0,0.3355,0.0911,0.3721,0.0941
flare_linked,48,1.0,0.1,0.2902,0.0793,0.2486,0.0688
flare_linked,48,1.0,0.01,0.0475,0.074,0.0399,0.0591
flare_linked,48,1.0,0.07,0.2514,0.0554,0.2096,0.0503
flare_linked,48,1.0,0.001,0.0162,0.0724,0.0116,0.0499
flare_linked,48,1.0,0.005,0.0251,0.0646,0.0208,0.0509
flare_linked,48,10.0,1.0,0.3366,0.1022,0.3892,0.1099
flare_linked,48,10.0,0.1,0.5427,0.0643,0.5085,0.0639
flare_linked,48,10.0,0.01,0.2598,0.0525,0.2138,0.0443
flare_linked,48,10.0,0.07,0.5246,0.0831,0.4822,0.0794
flare_linked,48,10.0,0.001,0.0525,0.0715,0.0406,0.0537
flare_linked,48,10.0,0.005,0.1618,0.0645,0.1269,0.0498
flare_linked,48,100.0,1.0,0.3347,0.1038,0.3872,0.1116
flare_linked,48,100.0,0.1,0.6402,0.0526,0.6369,0.0473
flare_linked,48,100.0,0.01,0.539,0.0655,0.4786,0.0579
flare_linked,48,100.0,0.07,0.6379,0.0617,0.6193,0.0568
flare_linked,48,100.0,0.001,0.193,0.0645,0.1488,0.0494
flare_linked,48,100.0,0.005,0.4373,0.048,0.3739,0.042
flare_linked,48,1000.0,1.0,0.3347,0.1038,0.3872,0.1116
flare_linked,48,1000.0,0.1,0.6191,0.0521,0.6258,0.0564
flare_linked,48,1000.0,0.01,0.6245,0.0869,0.5783,0.0813
flare_linked,48,1000.0,0.07,0.6293,0.0429,0.634,0.0398
flare_linked,48,1000.0,0.001,0.3728,0.0408,0.3143,0.0327
flare_linked,48,1000.0,0.005,0.582,0.0541,0.5222,0.0478
flare_linked,48,10000.0,1.0,0.3347,0.1038,0.3872,0.1116
flare_linked,48,10000.0,0.1,0.611,0.0543,0.6184,0.0568
flare_linked,48,10000.0,0.01,0.6588,0.0773,0.6308,0.0718
flare_linked,48,10000.0,0.07,0.6143,0.0448,0.6219,0.0423
flare_linked,48,10000.0,0.001,0.5214,0.0459,0.4563,0.0382
flare_linked,48,10000.0,0.005,0.6419,0.0705,0.5935,0.0588
flare_linked,48,100000.0,1.0,0.3347,0.1038,0.3872,0.1116
flare_linked,48,100000.0,0.1,0.611,0.0543,0.6184,0.0568
flare_linked,48,100000.0,0.01,0.6585,0.0453,0.6465,0.0465
flare_linked,48,100000.0,0.07,0.6143,0.0448,0.6219,0.0423
flare_linked,48,100000.0,0.001,0.5994,0.0574,0.5428,0.0515
flare_linked,48,100000.0,0.005,0.652,0.0738,0.6258,0.067
only_cme,48,0.001,1.0,0.0,0.0,0.0,0.0
only_cme,48,0.001,0.1,0.0,0.0,0.0,0.0
only_cme,48,0.001,0.01,0.0,0.0,0.0,0.0
only_cme,48,0.001,0.07,0.0031,0.0092,0.0024,0.0072
only_cme,48,0.001,0.001,0.0,0.0,0.0,0.0
only_cme,48,0.001,0.005,0.0,0.0,0.0,0.0
only_cme,48,0.01,1.0,0.0,0.0,0.0,0.0
only_cme,48,0.01,0.1,0.0,0.0,0.0,0.0
only_cme,48,0.01,0.01,0.0,0.0,0.0,0.0
only_cme,48,0.01,0.07,0.0,0.0,0.0,0.0
only_cme,48,0.01,0.001,0.0,0.0,0.0,0.0
only_cme,48,0.01,0.005,0.0,0.0,0.0,0.0
only_cme,48,0.1,1.0,0.1133,0.0693,0.1579,0.0868
only_cme,48,0.1,0.1,0.2743,0.109,0.2027,0.0813
only_cme,48,0.1,0.01,0.0417,0.0674,0.0301,0.0464
only_cme,48,0.1,0.07,0.2398,0.1053,0.1728,0.0774
only_cme,48,0.1,0.001,0.0065,0.0195,0.0027,0.008
only_cme,48,0.1,0.005,0.0004,0.0579,0.0013,0.0402
only_cme,48,1.0,1.0,0.372,0.0655,0.4564,0.069
only_cme,48,1.0,0.1,0.6353,0.0587,0.5507,0.0525
only_cme,48,1.0,0.01,0.2935,0.0952,0.2108,0.0662
only_cme,48,1.0,0.07,0.6186,0.0691,0.514,0.0603
only_cme,48,1.0,0.001,0.0171,0.0605,0.0127,0.042
only_cme,48,1.0,0.005,0.1645,0.0875,0.1145,0.0593
only_cme,48,10.0,1.0,0.3647,0.0642,0.4585,0.0719
only_cme,48,10.0,0.1,0.8379,0.0494,0.8281,0.0379
only_cme,48,10.0,0.01,0.6516,0.0771,0.5261,0.062
only_cme,48,10.0,0.07,0.8333,0.0582,0.8221,0.0532
only_cme,48,10.0,0.001,0.1926,0.0842,0.1362,0.0572
only_cme,48,10.0,0.005,0.4956,0.0747,0.362,0.0512
only_cme,48,100.0,1.0,0.3653,0.0649,0.4599,0.0736
only_cme,48,100.0,0.1,0.8246,0.0597,0.8475,0.039
only_cme,48,100.0,0.01,0.7996,0.056,0.7444,0.053
only_cme,48,100.0,0.07,0.8279,0.0616,0.8384,0.0429
only_cme,48,100.0,0.001,0.5073,0.0625,0.376,0.0476
only_cme,48,100.0,0.005,0.7245,0.0495,0.64,0.0522
only_cme,48,1000.0,1.0,0.3653,0.0649,0.4599,0.0736
only_cme,48,1000.0,0.1,0.8193,0.0711,0.8431,0.0408
only_cme,48,1000.0,0.01,0.8715,0.0364,0.846,0.0401
only_cme,48,1000.0,0.07,0.8397,0.062,0.8526,0.0392
only_cme,48,1000.0,0.001,0.6487,0.0608,0.5467,0.0623
only_cme,48,1000.0,0.005,0.829,0.041,0.7826,0.0454
only_cme,48,10000.0,1.0,0.3653,0.0649,0.4599,0.0736
only_cme,48,10000.0,0.1,0.8193,0.0711,0.8431,0.0408
only_cme,48,10000.0,0.01,0.8786,0.0458,0.8743,0.0381
only_cme,48,10000.0,0.07,0.8397,0.062,0.8526,0.0392
only_cme,48,10000.0,0.001,0.748,0.037,0.6694,0.0388
only_cme,48,10000.0,0.005,0.8879,0.0425,0.8656,0.0378
only_cme,48,100000.0,1.0,0.3653,0.0649,0.4599,0.0736
only_cme,48,100000.0,0.1,0.8193,0.0711,0.8431,0.0408
only_cme,48,100000.0,0.01,0.8418,0.0602,0.8451,0.0536
only_cme,48,100000.0,0.07,0.8397,0.062,0.8526,0.0392
only_cme,48,100000.0,0.001,0.8474,0.0508,0.8056,0.049
only_cme,48,100000.0,0.005,0.8845,0.035,0.8841,0.0383
only_flares,60,0.001,1.0,0.0,0.0,0.0,0.0
only_flares,60,0.001,0.1,0.0,0.0,0.0,0.0
only_flares,60,0.001,0.01,0.0,0.0,0.0,0.0
only_flares,60,0.001,0.07,0.0,0.0,0.0,0.0
only_flares,60,0.001,0.001,0.0,0.0,0.0,0.0
only_flares,60,0.001,0.005,0.0,0.0,0.0,0.0
only_flares,60,0.01,1.0,0.0,0.0,0.0,0.0
only_flares,60,0.01,0.1,0.0,0.0,0.0,0.0
only_flares,60,0.01,0.01,0.0,0.0,0.0,0.0
only_flares,60,0.01,0.07,0.0,0.0,0.0,0.0
only_flares,60,0.01,0.001,0.0,0.0,0.0,0.0
only_flares,60,0.01,0.005,0.0,0.0,0.0,0.0
only_flares,60,0.1,1.0,0.2719,0.1294,0.2694,0.1272
only_flares,60,0.1,0.1,0.1367,0.0402,0.1363,0.0401
only_flares,60,0.1,0.01,0.0178,0.0593,0.0186,0.0602
only_flares,60,0.1,0.07,0.115,0.0371,0.1142,0.0362
only_flares,60,0.1,0.001,0.0,0.0,0.0,0.0
only_flares,60,0.1,0.005,-0.0133,0.0237,-0.0137,0.0244
only_flares,60,1.0,1.0,0.5269,0.0481,0.525,0.0486
only_flares,60,1.0,0.1,0.5596,0.0764,0.5591,0.0756
only_flares,60,1.0,0.01,0.2452,0.0464,0.2447,0.0457
only_flares,60,1.0,0.07,0.5394,0.0572,0.5391,0.0572
only_flares,60,1.0,0.001,0.0112,0.0687,0.0111,0.0688
only_flares,60,1.0,0.005,0.1101,0.056,0.1097,0.0556
only_flares,60,10.0,1.0,0.5676,0.0605,0.5671,0.0613
only_flares,60,10.0,0.1,0.7837,0.0548,0.7845,0.0547
only_flares,60,10.0,0.01,0.5607,0.0459,0.5604,0.046
only_flares,60,10.0,0.07,0.7732,0.0445,0.774,0.0446
only_flares,60,10.0,0.001,0.1913,0.0623,0.1904,0.0621
only_flares,60,10.0,0.005,0.4303,0.0365,0.4304,0.0367
only_flares,60,100.0,1.0,0.5676,0.0605,0.5671,0.0613
only_flares,60,100.0,0.1,0.8066,0.0429,0.8077,0.0426
only_flares,60,100.0,0.01,0.7169,0.0622,0.7179,0.0619
only_flares,60,100.0,0.07,0.8249,0.0428,0.8257,0.0424
only_flares,60,100.0,0.001,0.3518,0.0473,0.3512,0.0473
only_flares,60,100.0,0.005,0.6298,0.051,0.6304,0.0506
only_flares,60,1000.0,1.0,0.5676,0.0605,0.5671,0.0613
only_flares,60,1000.0,0.1,0.7803,0.0395,0.7813,0.0393
only_flares,60,1000.0,0.01,0.8012,0.0626,0.8024,0.0621
only_flares,60,1000.0,0.07,0.8176,0.038,0.8184,0.0384
only_flares,60,1000.0,0.001,0.5644,0.0254,0.5649,0.0253
only_flares,60,1000.0,0.005,0.7489,0.0533,0.7504,0.0528
only_flares,60,10000.0,1.0,0.5676,0.0605,0.5671,0.0613
only_flares,60,10000.0,0.1,0.7803,0.0395,0.7813,0.0393
only_flares,60,10000.0,0.01,0.8492,0.0426,0.85,0.0415
only_flares,60,10000.0,0.07,0.8134,0.0332,0.8142,0.0335
only_flares,60,10000.0,0.001,0.6919,0.0603,0.6933,0.0601
only_flares,60,10000.0,0.005,0.8382,0.0484,0.8394,0.0481
only_flares,60,100000.0,1.0,0.5676,0.0605,0.5671,0.0613
only_flares,60,100000.0,0.1,0.7803,0.0395,0.7813,0.0393
only_flares,60,100000.0,0.01,0.8439,0.0269,0.8447,0.0266
only_flares,60,100000.0,0.07,0.8134,0.0332,0.8142,0.0335
only_flares,60,100000.0,0.001,0.7798,0.0625,0.7812,0.0621
only_flares,60,100000.0,0.005,0.862,0.0377,0.8627,0.0364
flare_linked,60,0.001,1.0,0.0,0.0,0.0,0.0
flare_linked,60,0.001,0.1,0.0,0.0,0.0,0.0
flare_linked,60,0.001,0.01,0.0,0.0,0.0,0.0
flare_linked,60,0.001,0.07,0.0,0.0,0.0,0.0
flare_linked,60,0.001,0.001,0.0,0.0,0.0,0.0
flare_linked,60,0.001,0.005,0.0,0.0,0.0,0.0
flare_linked,60,0.01,1.0,0.0,0.0,0.0,0.0
flare_linked,60,0.01,0.1,0.0,0.0,0.0,0.0
flare_linked,60,0.01,0.01,0.0,0.0,0.0,0.0
flare_linked,60,0.01,0.07,0.0,0.0,0.0,0.0
flare_linked,60,0.01,0.001,0.0,0.0,0.0,0.0
flare_linked,60,0.01,0.005,0.0,0.0,0.0,0.0
flare_linked,60,0.1,1.0,0.1534,0.0953,0.1739,0.0932
flare_linked,60,0.1,0.1,0.0559,0.0757,0.042,0.0592
flare_linked,60,0.1,0.01,-0.0309,0.0336,-0.0299,0.0309
flare_linked,60,0.1,0.07,0.0382,0.0713,0.0268,0.0507
flare_linked,60,0.1,0.001,0.0015,0.0044,0.0009,0.0026
flare_linked,60,0.1,0.005,-0.0127,0.0267,-0.0102,0.0231
flare_linked,60,1.0,1.0,0.3279,0.0606,0.3515,0.0597
flare_linked,60,1.0,0.1,0.3411,0.0428,0.2957,0.034
flare_linked,60,1.0,0.01,0.0706,0.0608,0.0504,0.0435
flare_linked,60,1.0,0.07,0.3113,0.0538,0.2643,0.0439
flare_linked,60,1.0,0.001,-0.0492,0.0631,-0.0388,0.0521
flare_linked,60,1.0,0.005,-0.0082,0.0638,-0.0062,0.0447
flare_linked,60,10.0,1.0,0.3324,0.0587,0.3777,0.0617
flare_linked,60,10.0,0.1,0.6288,0.0481,0.6014,0.0586
flare_linked,60,10.0,0.01,0.3864,0.0633,0.3248,0.0554
flare_linked,60,10.0,0.07,0.6281,0.037,0.5942,0.0529
flare_linked,60,10.0,0.001,0.0657,0.0726,0.0467,0.0508
flare_linked,60,10.0,0.005,0.285,0.0767,0.2318,0.0664
flare_linked,60,100.0,1.0,0.3309,0.06,0.3756,0.0637
flare_linked,60,100.0,0.1,0.708,0.0522,0.7046,0.0569
flare_linked,60,100.0,0.01,0.6121,0.0571,0.5566,0.0496
flare_linked,60,100.0,0.07,0.7391,0.0488,0.7272,0.0551
flare_linked,60,100.0,0.001,0.2263,0.0811,0.1828,0.0674
flare_linked,60,100.0,0.005,0.503,0.0749,0.439,0.0667
flare_linked,60,1000.0,1.0,0.3309,0.06,0.3756,0.0637
flare_linked,60,1000.0,0.1,0.6399,0.0634,0.6465,0.0661
flare_linked,60,1000.0,0.01,0.7478,0.0478,0.7161,0.0407
flare_linked,60,1000.0,0.07,0.6639,0.0772,0.6705,0.0755
flare_linked,60,1000.0,0.001,0.4509,0.0565,0.3916,0.0528
flare_linked,60,1000.0,0.005,0.6653,0.0494,0.61,0.0455
flare_linked,60,10000.0,1.0,0.3309,0.06,0.3756,0.0637
flare_linked,60,10000.0,0.1,0.6421,0.063,0.6499,0.0669
flare_linked,60,10000.0,0.01,0.7673,0.0438,0.7445,0.0451
flare_linked,60,10000.0,0.07,0.6461,0.0742,0.6541,0.0707
flare_linked,60,10000.0,0.001,0.6004,0.0692,0.5366,0.0662
flare_linked,60,10000.0,0.005,0.7504,0.0474,0.7191,0.0469
flare_linked,60,100000.0,1.0,0.3309,0.06,0.3756,0.0637
flare_linked,60,100000.0,0.1,0.6421,0.063,0.6499,0.0669
flare_linked,60,100000.0,0.01,0.7457,0.051,0.7429,0.0546
flare_linked,60,100000.0,0.07,0.6461,0.0742,0.6541,0.0707
flare_linked,60,100000.0,0.001,0.6833,0.0547,0.6385,0.0556
flare_linked,60,100000.0,0.005,0.7599,0.0485,0.7414,0.0438
only_cme,60,0.001,1.0,0.0,0.0,0.0,0.0
only_cme,60,0.001,0.1,0.0,0.0,0.0,0.0
only_cme,60,0.001,0.01,0.0,0.0,0.0,0.0
only_cme,60,0.001,0.07,0.0,0.0,0.0,0.0
only_cme,60,0.001,0.001,0.0,0.0,0.0,0.0
only_cme,60,0.001,0.005,0.0,0.0,0.0,0.0
only_cme,60,0.01,1.0,0.0,0.0,0.0,0.0
only_cme,60,0.01,0.1,0.0,0.0,0.0,0.0
only_cme,60,0.01,0.01,0.0,0.0,0.0,0.0
only_cme,60,0.01,0.07,0.0,0.0,0.0,0.0
only_cme,60,0.01,0.001,0.0,0.0,0.0,0.0
only_cme,60,0.01,0.005,0.0,0.0,0.0,0.0
only_cme,60,0.1,1.0,0.2064,0.1239,0.2246,0.1213
only_cme,60,0.1,0.1,0.2299,0.1157,0.1856,0.0835
only_cme,60,0.1,0.01,0.0495,0.0801,0.0299,0.0448
only_cme,60,0.1,0.07,0.2135,0.1389,0.1656,0.1039
only_cme,60,0.1,0.001,0.0,0.0,0.0,0.0
only_cme,60,0.1,0.005,0.0134,0.0707,0.0045,0.0469
only_cme,60,1.0,1.0,0.2729,0.0628,0.3281,0.0731
only_cme,60,1.0,0.1,0.5276,0.0505,0.4427,0.0425
only_cme,60,1.0,0.01,0.2311,0.0738,0.1517,0.046
only_cme,60,1.0,0.07,0.481,0.072,0.399,0.052
only_cme,60,1.0,0.001,0.0482,0.0779,0.0311,0.0504
only_cme,60,1.0,0.005,0.151,0.0819,0.0992,0.0527
only_cme,60,10.0,1.0,0.2804,0.0811,0.3539,0.0947
only_cme,60,10.0,0.1,0.7113,0.0568,0.6704,0.0687
only_cme,60,10.0,0.01,0.4759,0.0899,0.3708,0.0589
only_cme,60,10.0,0.07,0.7278,0.0384,0.6663,0.0537
only_cme,60,10.0,0.001,0.1779,0.0885,0.1237,0.0615
only_cme,60,10.0,0.005,0.3707,0.0719,0.2644,0.0476
only_cme,60,100.0,1.0,0.281,0.0821,0.3553,0.0967
only_cme,60,100.0,0.1,0.7135,0.0609,0.7313,0.0716
only_cme,60,100.0,0.01,0.6839,0.0603,0.5828,0.0439
only_cme,60,100.0,0.07,0.7439,0.0798,0.7398,0.089
only_cme,60,100.0,0.001,0.343,0.0822,0.2428,0.0539
only_cme,60,100.0,0.005,0.5813,0.1094,0.4664,0.0847
only_cme,60,1000.0,1.0,0.281,0.0821,0.3553,0.0967
only_cme,60,1000.0,0.1,0.6809,0.0682,0.7058,0.0689
only_cme,60,1000.0,0.01,0.7869,0.0511,0.7175,0.049
only_cme,60,1000.0,0.07,0.702,0.0503,0.7212,0.0567
only_cme,60,1000.0,0.001,0.5299,0.0866,0.4117,0.0574
only_cme,60,1000.0,0.005,0.7243,0.0497,0.632,0.0394
only_cme,60,10000.0,1.0,0.281,0.0821,0.3553,0.0967
only_cme,60,10000.0,0.1,0.6809,0.0682,0.7058,0.0689
only_cme,60,10000.0,0.01,0.7739,0.0586,0.7483,0.0579
only_cme,60,10000.0,0.07,0.6999,0.0583,0.7168,0.0617
only_cme,60,10000.0,0.001,0.6064,0.0936,0.4915,0.0708
only_cme,60,10000.0,0.005,0.7833,0.0302,0.7249,0.0416
only_cme,60,100000.0,1.0,0.281,0.0821,0.3553,0.0967
