,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA,Class,Peak Time
0,2.416427e+22,93.429,0.0139435,15371.74,59.408,2940.413,68.471,0.03022219,60.629,101.466,0.05428162,51564980000000.0,9554389000000.0,8.171862e+23,52.303,1078.161865,4.829,558.116,377,11158,X2.2,2011.02.14_13:56_TAI
1,2.316485e+22,96.645,-0.00533317,11578.92,48.318,1829.461,61.27,-0.01061526,53.676,101.45,0.1734377,37233650000000.0,9006182000000.0,5.367295e+23,45.522,946.170837,4.352,186.149,401,11166,M2.0,2011.03.07_02:30_TAI
2,6.534931e+22,85.268,0.00282031,8713.998,24.84,4221.041,45.785,0.00602177,39.556,94.534,0.01900536,76527690000000.0,18570440000000.0,1.046693e+24,33.991,1927.615967,4.976,255.077,393,11164,M3.7,2011.03.07_08:12_TAI
3,2.467217e+22,106.978,0.00883266,3060.831,9.296,1419.924,43.043,0.02821628,31.113,107.913,0.03075903,28870750000000.0,19611660000000.0,1.577271e+23,25.68,835.5047,3.859,342.725,637,11226,M2.5,2011.06.06_18:41_TAI
4,2.197264e+22,108.482,0.03107668,12412.3,43.839,2749.692,69.981,0.06843232,52.421,118.732,0.11320896,46264420000000.0,39793480000000.0,5.587943e+23,43.969,1273.788696,4.742,1053.375,750,11261,M6.0,2011.08.03_01:48_TAI
5,2.283505e+22,110.12,0.03297869,9905.426,36.273,2703.347,67.229,0.08787693,48.156,117.633,0.02316026,47244360000000.0,50423220000000.0,4.888735e+23,40.213,1261.0896,4.861,1225.521,750,11261,M9.3,2011.08.03_15:57_TAI
6,1.632159e+22,104.886,0.01167684,8778.207,35.67,1492.765,60.17,0.03394029,47.658,108.083,0.33540449,30222910000000.0,16567810000000.0,3.266647e+23,39.452,1167.043823,4.383,327.185,833,11283,X1.8,2011.09.07_10:38_TAI
7,6.250368e+22,75.819,-0.0081654,16540.93,40.594,5439.106,51.146,-0.01213819,47.388,91.237,0.08871168,80106830000000.0,12081800000000.0,1.715037e+24,42.304,1937.39917,4.895,637.489,892,11302,X1.9,2011.09.23_21:40_TAI
8,4.101543e+22,75.157,-0.01887275,12523.12,38.655,2793.505,50.09,-0.03194191,47.913,89.461,0.0560889,48522250000000.0,42028440000000.0,8.683681e+23,42.604,1293.034424,4.669,985.384,1449,11429,X1.1,2012.03.04_16:09_TAI
9,5.142906e+22,86.128,-0.02868787,16168.71,48.559,4822.117,58.945,-0.04929499,52.815,103.405,-0.02384534,80922120000000.0,71634430000000.0,1.475973e+24,47.182,1902.607544,5.199,1971.861,1449,11429,X5.4,2012.03.06_12:24_TAI
10,5.154811e+22,86.162,-0.02877818,15946.13,49.261,4822.241,59.068,-0.05006887,52.974,103.237,0.02282101,80891810000000.0,73744600000000.0,1.470754e+24,47.503,1893.843384,5.171,1998.616,1449,11430,X1.3,2012.03.06_13:14_TAI
11,5.166582e+22,93.89,-0.02665776,13997.29,50.739,4918.869,62.355,-0.05753326,54.069,102.314,-0.00307309,91886840000000.0,89948770000000.0,1.47251e+24,47.421,2400.012207,5.095,2111.454,1449,11429,M6.3,2012.03.08_15:53_TAI
12,5.071251e+22,103.513,-0.02336034,12200.14,42.577,4126.583,61.763,-0.04698247,49.402,109.102,-0.05454718,77430020000000.0,74139530000000.0,1.173438e+24,42.369,2339.924072,4.794,1691.802,1449,11429,M8.4,2012.03.10_05:44_TAI
13,5.39468e+22,81.427,-0.01286097,8619.181,25.203,3065.809,42.448,-0.02749388,39.328,86.738,-0.19234873,56061400000000.0,43323710000000.0,8.577206e+23,33.008,1562.137939,4.529,963.66,1449,11429,M7.9,2012.03.13_05:41_TAI
14,4.364698e+22,69.035,-0.00258783,6383.25,17.497,1766.721,30.45,-0.0063542,33.594,71.853,-0.18564105,33514560000000.0,8610232000000.0,5.332863e+23,27.248,905.641174,4.182,162.788,1638,11476,M5.1,2012.05.16_13:47_TAI
15,3.558129e+22,89.553,0.0102972,14954.93,56.086,2905.873,62.171,0.01961416,59.126,95.859,0.09843077,60826950000000.0,22284340000000.0,1.116734e+24,50.668,1548.759766,4.685,578.981,1750,11504,M1.9,2012.06.14_02:35_TAI
16,6.530352e+22,100.483,-0.01897451,13925.33,34.164,6659.341,61.419,-0.03183082,45.158,114.443,-0.14612126,103838500000000.0,57901260000000.0,1.555318e+24,38.757,2448.98291,5.243,1595.7,1807,11515,X1.1,2012.07.06_11:08_TAI
17,7.974975e+22,78.73,-0.004212,11301.64,27.914,5960.305,45.24,-0.00767472,40.536,96.866,-0.09897059,88968150000000.0,13199380000000.0,1.535173e+24,34.844,2567.580566,4.765,430.816,1807,11515,M6.9,2012.07.08_04:32_TAI
18,8.833503e+22,96.767,0.0098319,12769.68,46.047,6992.043,57.683,0.02148572,52.525,101.385,0.23100102,139608400000000.0,61399160000000.0,2.398114e+24,45.202,4600.288574,5.063,1390.271,1834,11520,X1.4,2012.07.12_04:49_TAI
19,8.269025e+22,90.035,-0.00238881,5983.467,19.259,4558.641,43.463,-0.0059844,36.983,92.55,0.05585344,89841090000000.0,7318382000000.0,9.657151e+23,30.575,2936.319824,4.615,290.31,1879,11532,M6.2,2012.07.28_08:56_TAI
20,1.854501e+22,110.082,-0.0138814,9797.734,45.697,2440.738,73.675,-0.03553057,55.627,117.252,0.44742441,45274690000000.0,15748440000000.0,4.204771e+23,45.332,1050.738525,4.678,448.55,2220,11618,M3.5,2012.11.21_03:30_TAI
21,1.608226e+22,100.722,-0.01200328,14441.86,39.114,1220.772,53.378,-0.02226558,48.062,104.061,0.6851781,24397440000000.0,8340939000000.0,4.491057e+23,40.898,990.177673,3.827,281.057,2546,11692,M1.2,2013.03.14_18:58_TAI
22,2.301042e+22,71.988,-0.00116977,2559.505,10.295,799.002,27.835,-0.004048,28.791,74.0,-0.05053949,17757070000000.0,1325405000000.0,1.266484e+23,22.259,437.418793,3.34,43.581,2739,11745,M5.0,2013.05.22_01:32_TAI
